Index,Original_Index,Num_c,SMILES,SMILES_Salt,Halide_Type
244,159,12,CCCCCC[N+](C)(C)CC(C)C,CCCCCC[N+](C)(C)CC(C)C.[Cl-],Chloride
245,160,12,CCCCCC[N+](C)(C)CCCC,CCCCCC[N+](C)(C)CCCC.[Br-],Bromide
246,160,12,CCCCCC[N+](C)(C)CCCC,CCCCCC[N+](C)(C)CCCC.[Cl-],Chloride
247,161,12,CCCCCC[N+](C)(CC)C(C)C,CCCCCC[N+](C)(CC)C(C)C.[Br-],Bromide
248,161,12,CCCCCC[N+](C)(CC)C(C)C,CCCCCC[N+](C)(CC)C(C)C.[Cl-],Chloride
249,162,12,CCCCCC[N+](C)(CC)CCC,CCCCCC[N+](C)(CC)CCC.[Br-],Bromide
250,162,12,CCCCCC[N+](C)(CC)CCC,CCCCCC[N+](C)(CC)CCC.[Cl-],Chloride
251,163,12,CCCCCC[N+](CC)(CC)CC,CCCCCC[N+](CC)(CC)CC.[Br-],Bromide
252,163,12,CCCCCC[N+](CC)(CC)CC,CCCCCC[N+](CC)(CC)CC.[Cl-],Chloride
253,164,12,CCCCC[N+](C)(C(C)C)C(C)C,CCCCC[N+](C)(C(C)C)C(C)C.[Br-],Bromide
254,164,12,CCCCC[N+](C)(C(C)C)C(C)C,CCCCC[N+](C)(C(C)C)C(C)C.[Cl-],Chloride
255,165,12,CCCCC[N+](C)(C)C(C)CCC,CCCCC[N+](C)(C)C(C)CCC.[Br-],Bromide
256,165,12,CCCCC[N+](C)(C)C(C)CCC,CCCCC[N+](C)(C)C(C)CCC.[Cl-],Chloride
257,167,12,CCCCC[N+](C)(C)CCC(C)C,CCCCC[N+](C)(C)CCC(C)C.[Br-],Bromide
258,167,12,CCCCC[N+](C)(C)CCC(C)C,CCCCC[N+](C)(C)CCC(C)C.[Cl-],Chloride
259,168,12,CCCCC[N+](C)(C)CCCCC,CCCCC[N+](C)(C)CCCCC.[Br-],Bromide
260,168,12,CCCCC[N+](C)(C)CCCCC,CCCCC[N+](C)(C)CCCCC.[Cl-],Chloride
261,171,12,CCCCC[N+](C)(CC)CCCC,CCCCC[N+](C)(CC)CCCC.[Br-],Bromide
262,171,12,CCCCC[N+](C)(CC)CCCC,CCCCC[N+](C)(CC)CCCC.[Cl-],Chloride
263,173,12,CCCCC[N+](C)(CCC)CCC,CCCCC[N+](C)(CCC)CCC.[Br-],Bromide
264,173,12,CCCCC[N+](C)(CCC)CCC,CCCCC[N+](C)(CCC)CCC.[Cl-],Chloride
265,175,12,CCCCC[N+](CC)(CC)CCC,CCCCC[N+](CC)(CC)CCC.[Br-],Bromide
266,175,12,CCCCC[N+](CC)(CC)CCC,CCCCC[N+](CC)(CC)CCC.[Cl-],Chloride
267,178,12,CCCC[N+](C)(CC)C(C)CCC,CCCC[N+](C)(CC)C(C)CCC.[Br-],Bromide
268,178,12,CCCC[N+](C)(CC)C(C)CCC,CCCC[N+](C)(CC)C(C)CCC.[Cl-],Chloride
269,182,12,CCCC[N+](C)(CCC)CC(C)C,CCCC[N+](C)(CCC)CC(C)C.[Br-],Bromide
270,182,12,CCCC[N+](C)(CCC)CC(C)C,CCCC[N+](C)(CCC)CC(C)C.[Cl-],Chloride
271,183,12,CCCC[N+](C)(CCC)CCCC,CCCC[N+](C)(CCC)CCCC.[Br-],Bromide
272,183,12,CCCC[N+](C)(CCC)CCCC,CCCC[N+](C)(CCC)CCCC.[Cl-],Chloride
273,184,12,CCCC[N+](C)(CCCC)C(C)C,CCCC[N+](C)(CCCC)C(C)C.[Br-],Bromide
274,184,12,CCCC[N+](C)(CCCC)C(C)C,CCCC[N+](C)(CCCC)C(C)C.[Cl-],Chloride
275,188,12,CCCC[N+](CC)(CC)CCCC,CCCC[N+](CC)(CC)CCCC.[Br-],Bromide
276,188,12,CCCC[N+](CC)(CC)CCCC,CCCC[N+](CC)(CC)CCCC.[Cl-],Chloride
277,190,12,CCCC[N+](CC)(CCC)CCC,CCCC[N+](CC)(CCC)CCC.[Br-],Bromide
278,190,12,CCCC[N+](CC)(CCC)CCC,CCCC[N+](CC)(CCC)CCC.[Cl-],Chloride
279,191,12,CCC[N+](C(C)C)(C(C)C)C(C)C,CCC[N+](C(C)C)(C(C)C)C(C)C.[Br-],Bromide
280,191,12,CCC[N+](C(C)C)(C(C)C)C(C)C,CCC[N+](C(C)C)(C(C)C)C(C)C.[Cl-],Chloride
281,197,12,CCC[N+](C)(CCC)CC(C)CC,CCC[N+](C)(CCC)CC(C)CC.[Br-],Bromide
282,197,12,CCC[N+](C)(CCC)CC(C)CC,CCC[N+](C)(CCC)CC(C)CC.[Cl-],Chloride
283,204,12,CCC[N+](CC)(CCC)CC(C)C,CCC[N+](CC)(CCC)CC(C)C.[Br-],Bromide
284,204,12,CCC[N+](CC)(CCC)CC(C)C,CCC[N+](CC)(CCC)CC(C)C.[Cl-],Chloride
285,205,12,CCC[N+](CCC)(C(C)C)C(C)C,CCC[N+](CCC)(C(C)C)C(C)C.[Br-],Bromide
286,205,12,CCC[N+](CCC)(C(C)C)C(C)C,CCC[N+](CCC)(C(C)C)C(C)C.[Cl-],Chloride
287,206,12,CCC[N+](CCC)(CCC)C(C)C,CCC[N+](CCC)(CCC)C(C)C.[Br-],Bromide
288,206,12,CCC[N+](CCC)(CCC)C(C)C,CCC[N+](CCC)(CCC)C(C)C.[Cl-],Chloride
289,207,12,CCC[N+](CCC)(CCC)CCC,CCC[N+](CCC)(CCC)CCC.[Br-],Bromide
290,207,12,CCC[N+](CCC)(CCC)CCC,CCC[N+](CCC)(CCC)CCC.[Cl-],Chloride
291,208,12,CC[N+](C(C)C)(C(C)C)C(C)(C)C,CC[N+](C(C)C)(C(C)C)C(C)(C)C.[Br-],Bromide
292,208,12,CC[N+](C(C)C)(C(C)C)C(C)(C)C,CC[N+](C(C)C)(C(C)C)C(C)(C)C.[Cl-],Chloride
293,212,12,CC[N+](CC)(C(C)(C)C)C(C)(C)C,CC[N+](CC)(C(C)(C)C)C(C)(C)C.[Br-],Bromide
294,212,12,CC[N+](CC)(C(C)(C)C)C(C)(C)C,CC[N+](CC)(C(C)(C)C)C(C)(C)C.[Cl-],Chloride
295,214,12,CC[N+](CC)(CC(C)C)CC(C)C,CC[N+](CC)(CC(C)C)CC(C)C.[Br-],Bromide
296,214,12,CC[N+](CC)(CC(C)C)CC(C)C,CC[N+](CC)(CC(C)C)CC(C)C.[Cl-],Chloride
297,216,13,CC(C)(C)[N+](C)(C(C)(C)C)C(C)(C)C,CC(C)(C)[N+](C)(C(C)(C)C)C(C)(C)C.[Br-],Bromide
298,216,13,CC(C)(C)[N+](C)(C(C)(C)C)C(C)(C)C,CC(C)(C)[N+](C)(C(C)(C)C)C(C)(C)C.[Cl-],Chloride
299,219,13,CC(C)C[N+](C(C)C)(C(C)C)C(C)C,CC(C)C[N+](C(C)C)(C(C)C)C(C)C.[Br-],Bromide
300,219,13,CC(C)C[N+](C(C)C)(C(C)C)C(C)C,CC(C)C[N+](C(C)C)(C(C)C)C(C)C.[Cl-],Chloride
301,222,13,CC(C)C[N+](C)(CC(C)C)CC(C)C,CC(C)C[N+](C)(CC(C)C)CC(C)C.[Br-],Bromide
302,222,13,CC(C)C[N+](C)(CC(C)C)CC(C)C,CC(C)C[N+](C)(CC(C)C)CC(C)C.[Cl-],Chloride
303,223,13,CC(C)[N+](C(C)C)(C(C)C)C(C)(C)C,CC(C)[N+](C(C)C)(C(C)C)C(C)(C)C.[Br-],Bromide
304,223,13,CC(C)[N+](C(C)C)(C(C)C)C(C)(C)C,CC(C)[N+](C(C)C)(C(C)C)C(C)(C)C.[Cl-],Chloride
305,243,13,CCCCCCC[N+](C)(C)C(C)(C)C,CCCCCCC[N+](C)(C)C(C)(C)C.[Br-],Bromide
306,243,13,CCCCCCC[N+](C)(C)C(C)(C)C,CCCCCCC[N+](C)(C)C(C)(C)C.[Cl-],Chloride
307,245,13,CCCCCCC[N+](C)(C)CCCC,CCCCCCC[N+](C)(C)CCCC.[Br-],Bromide
308,245,13,CCCCCCC[N+](C)(C)CCCC,CCCCCCC[N+](C)(C)CCCC.[Cl-],Chloride
309,248,13,CCCCCCC[N+](CC)(CC)CC,CCCCCCC[N+](CC)(CC)CC.[Br-],Bromide
310,248,13,CCCCCCC[N+](CC)(CC)CC,CCCCCCC[N+](CC)(CC)CC.[Cl-],Chloride
311,252,13,CCCCCC[N+](C)(C)CCC(C)C,CCCCCC[N+](C)(C)CCC(C)C.[Br-],Bromide
312,252,13,CCCCCC[N+](C)(C)CCC(C)C,CCCCCC[N+](C)(C)CCC(C)C.[Cl-],Chloride
313,253,13,CCCCCC[N+](C)(C)CCCCC,CCCCCC[N+](C)(C)CCCCC.[Br-],Bromide
314,253,13,CCCCCC[N+](C)(C)CCCCC,CCCCCC[N+](C)(C)CCCCC.[Cl-],Chloride
315,256,13,CCCCCC[N+](C)(CC)CCCC,CCCCCC[N+](C)(CC)CCCC.[Br-],Bromide
316,256,13,CCCCCC[N+](C)(CC)CCCC,CCCCCC[N+](C)(CC)CCCC.[Cl-],Chloride
317,258,13,CCCCCC[N+](C)(CCC)CCC,CCCCCC[N+](C)(CCC)CCC.[Br-],Bromide
318,258,13,CCCCCC[N+](C)(CCC)CCC,CCCCCC[N+](C)(CCC)CCC.[Cl-],Chloride
319,260,13,CCCCCC[N+](CC)(CC)CCC,CCCCCC[N+](CC)(CC)CCC.[Br-],Bromide
320,260,13,CCCCCC[N+](CC)(CC)CCC,CCCCCC[N+](CC)(CC)CCC.[Cl-],Chloride
321,266,13,CCCCC[N+](C)(CC)CCCCC,CCCCC[N+](C)(CC)CCCCC.[Br-],Bromide
322,266,13,CCCCC[N+](C)(CC)CCCCC,CCCCC[N+](C)(CC)CCCCC.[Cl-],Chloride
323,269,13,CCCCC[N+](C)(CCC)CCCC,CCCCC[N+](C)(CCC)CCCC.[Br-],Bromide
324,269,13,CCCCC[N+](C)(CCC)CCCC,CCCCC[N+](C)(CCC)CCCC.[Cl-],Chloride
325,274,13,CCCCC[N+](CC)(CC)CCCC,CCCCC[N+](CC)(CC)CCCC.[Br-],Bromide
326,274,13,CCCCC[N+](CC)(CC)CCCC,CCCCC[N+](CC)(CC)CCCC.[Cl-],Chloride
327,276,13,CCCCC[N+](CC)(CCC)CCC,CCCCC[N+](CC)(CCC)CCC.[Br-],Bromide
328,276,13,CCCCC[N+](CC)(CCC)CCC,CCCCC[N+](CC)(CCC)CCC.[Cl-],Chloride
329,277,13,CCCC[N+](C(C)C)(C(C)C)C(C)C,CCCC[N+](C(C)C)(C(C)C)C(C)C.[Br-],Bromide
330,277,13,CCCC[N+](C(C)C)(C(C)C)C(C)C,CCCC[N+](C(C)C)(C(C)C)C(C)C.[Cl-],Chloride
331,289,13,CCCC[N+](C)(CCCC)CCCC,CCCC[N+](C)(CCCC)CCCC.[Br-],Bromide
332,289,13,CCCC[N+](C)(CCCC)CCCC,CCCC[N+](C)(CCCC)CCCC.[Cl-],Chloride
333,297,13,CCCC[N+](CC)(CCC)CCCC,CCCC[N+](CC)(CCC)CCCC.[Br-],Bromide
334,297,13,CCCC[N+](CC)(CCC)CCCC,CCCC[N+](CC)(CCC)CCCC.[Cl-],Chloride
335,301,13,CCCC[N+](CCC)(CCC)CCC,CCCC[N+](CCC)(CCC)CCC.[Br-],Bromide
336,301,13,CCCC[N+](CCC)(CCC)CCC,CCCC[N+](CCC)(CCC)CCC.[Cl-],Chloride
337,307,13,CCC[N+](CC(C)C)(C(C)C)C(C)C,CCC[N+](CC(C)C)(C(C)C)C(C)C.[Br-],Bromide
338,307,13,CCC[N+](CC(C)C)(C(C)C)C(C)C,CCC[N+](CC(C)C)(C(C)C)C(C)C.[Cl-],Chloride
339,318,13,CCC[N+](CCC)(CCC)CC(C)C,CCC[N+](CCC)(CCC)CC(C)C.[Br-],Bromide
340,318,13,CCC[N+](CCC)(CCC)CC(C)C,CCC[N+](CCC)(CCC)CC(C)C.[Cl-],Chloride
341,332,14,CC(C)C[N+](CC(C)C)(C(C)C)C(C)C,CC(C)C[N+](CC(C)C)(C(C)C)C(C)C.[Br-],Bromide
342,332,14,CC(C)C[N+](CC(C)C)(C(C)C)C(C)C,CC(C)C[N+](CC(C)C)(C(C)C)C(C)C.[Cl-],Chloride
343,333,14,CC(C)[N+](C(C)C)(C(C)(C)C)C(C)(C)C,CC(C)[N+](C(C)C)(C(C)(C)C)C(C)(C)C.[Br-],Bromide
344,333,14,CC(C)[N+](C(C)C)(C(C)(C)C)C(C)(C)C,CC(C)[N+](C(C)C)(C(C)(C)C)C(C)(C)C.[Cl-],Chloride
345,363,14,CCCC(C)[N+](CCC)(CCC)CCC,CCCC(C)[N+](CCC)(CCC)CCC.[Br-],Bromide
346,363,14,CCCC(C)[N+](CCC)(CCC)CCC,CCCC(C)[N+](CCC)(CCC)CCC.[Cl-],Chloride
347,367,14,CCCCCCC[N+](C)(C)CCC(C)C,CCCCCCC[N+](C)(C)CCC(C)C.[Br-],Bromide
348,367,14,CCCCCCC[N+](C)(C)CCC(C)C,CCCCCCC[N+](C)(C)CCC(C)C.[Cl-],Chloride
349,368,14,CCCCCCC[N+](C)(C)CCCCC,CCCCCCC[N+](C)(C)CCCCC.[Br-],Bromide
350,368,14,CCCCCCC[N+](C)(C)CCCCC,CCCCCCC[N+](C)(C)CCCCC.[Cl-],Chloride
351,371,14,CCCCCCC[N+](C)(CC)CCCC,CCCCCCC[N+](C)(CC)CCCC.[Br-],Bromide
352,371,14,CCCCCCC[N+](C)(CC)CCCC,CCCCCCC[N+](C)(CC)CCCC.[Cl-],Chloride
353,377,14,CCCCCC[N+](C)(C)CCCCCC,CCCCCC[N+](C)(C)CCCCCC.[Br-],Bromide
354,377,14,CCCCCC[N+](C)(C)CCCCCC,CCCCCC[N+](C)(C)CCCCCC.[Cl-],Chloride
355,382,14,CCCCCC[N+](C)(CC)CCCCC,CCCCCC[N+](C)(CC)CCCCC.[Br-],Bromide
356,382,14,CCCCCC[N+](C)(CC)CCCCC,CCCCCC[N+](C)(CC)CCCCC.[Cl-],Chloride
357,385,14,CCCCCC[N+](C)(CCC)CCCC,CCCCCC[N+](C)(CCC)CCCC.[Br-],Bromide
358,385,14,CCCCCC[N+](C)(CCC)CCCC,CCCCCC[N+](C)(CCC)CCCC.[Cl-],Chloride
359,390,14,CCCCCC[N+](CC)(CC)CCCC,CCCCCC[N+](CC)(CC)CCCC.[Br-],Bromide
360,390,14,CCCCCC[N+](CC)(CC)CCCC,CCCCCC[N+](CC)(CC)CCCC.[Cl-],Chloride
361,392,14,CCCCCC[N+](CC)(CCC)CCC,CCCCCC[N+](CC)(CCC)CCC.[Br-],Bromide
362,392,14,CCCCCC[N+](CC)(CCC)CCC,CCCCCC[N+](CC)(CCC)CCC.[Cl-],Chloride
363,393,14,CCCCC[N+](C(C)C)(C(C)C)C(C)C,CCCCC[N+](C(C)C)(C(C)C)C(C)C.[Br-],Bromide
364,393,14,CCCCC[N+](C(C)C)(C(C)C)C(C)C,CCCCC[N+](C(C)C)(C(C)C)C(C)C.[Cl-],Chloride
365,402,14,CCCCC[N+](C)(CCC)CCC(C)C,CCCCC[N+](C)(CCC)CCC(C)C.[Br-],Bromide
366,402,14,CCCCC[N+](C)(CCC)CCC(C)C,CCCCC[N+](C)(CCC)CCC(C)C.[Cl-],Chloride
367,403,14,CCCCC[N+](C)(CCC)CCCCC,CCCCC[N+](C)(CCC)CCCCC.[Br-],Bromide
368,403,14,CCCCC[N+](C)(CCC)CCCCC,CCCCC[N+](C)(CCC)CCCCC.[Cl-],Chloride
369,406,14,CCCCC[N+](C)(CCCC)CCCC,CCCCC[N+](C)(CCCC)CCCC.[Br-],Bromide
370,406,14,CCCCC[N+](C)(CCCC)CCCC,CCCCC[N+](C)(CCCC)CCCC.[Cl-],Chloride
371,413,14,CCCCC[N+](CC)(CC)CCCCC,CCCCC[N+](CC)(CC)CCCCC.[Br-],Bromide
372,413,14,CCCCC[N+](CC)(CC)CCCCC,CCCCC[N+](CC)(CC)CCCCC.[Cl-],Chloride
373,416,14,CCCCC[N+](CC)(CCC)CCCC,CCCCC[N+](CC)(CCC)CCCC.[Br-],Bromide
374,416,14,CCCCC[N+](CC)(CCC)CCCC,CCCCC[N+](CC)(CCC)CCCC.[Cl-],Chloride
375,420,14,CCCCC[N+](CCC)(CCC)CCC,CCCCC[N+](CCC)(CCC)CCC.[Br-],Bromide
376,420,14,CCCCC[N+](CCC)(CCC)CCC,CCCCC[N+](CCC)(CCC)CCC.[Cl-],Chloride
377,428,14,CCCC[N+](C)(CCCC)C(C)CCC,CCCC[N+](C)(CCCC)C(C)CCC.[Br-],Bromide
378,428,14,CCCC[N+](C)(CCCC)C(C)CCC,CCCC[N+](C)(CCCC)C(C)CCC.[Cl-],Chloride
379,429,14,CCCC[N+](C)(CCCC)CC(C)CC,CCCC[N+](C)(CCCC)CC(C)CC.[Br-],Bromide
380,429,14,CCCC[N+](C)(CCCC)CC(C)CC,CCCC[N+](C)(CCCC)CC(C)CC.[Cl-],Chloride
381,442,14,CCCC[N+](CC)(CCCC)CC(C)C,CCCC[N+](CC)(CCCC)CC(C)C.[Br-],Bromide
382,442,14,CCCC[N+](CC)(CCCC)CC(C)C,CCCC[N+](CC)(CCCC)CC(C)C.[Cl-],Chloride
383,443,14,CCCC[N+](CC)(CCCC)CCCC,CCCC[N+](CC)(CCCC)CCCC.[Br-],Bromide
384,443,14,CCCC[N+](CC)(CCCC)CCCC,CCCC[N+](CC)(CCCC)CCCC.[Cl-],Chloride
385,448,14,CCCC[N+](CCC)(CCC)CCCC,CCCC[N+](CCC)(CCC)CCCC.[Br-],Bromide
386,448,14,CCCC[N+](CCC)(CCC)CCCC,CCCC[N+](CCC)(CCC)CCCC.[Cl-],Chloride
387,450,14,CCCC[N+](CCCC)(C(C)C)C(C)C,CCCC[N+](CCCC)(C(C)C)C(C)C.[Br-],Bromide
388,450,14,CCCC[N+](CCCC)(C(C)C)C(C)C,CCCC[N+](CCCC)(C(C)C)C(C)C.[Cl-],Chloride
389,473,14,CC[N+](CC(C)C)(CC(C)C)CC(C)C,CC[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],Bromide
390,473,14,CC[N+](CC(C)C)(CC(C)C)CC(C)C,CC[N+](CC(C)C)(CC(C)C)CC(C)C.[Cl-],Chloride
391,518,15,CCCCCCC[N+](C)(C)CCCCCC,CCCCCCC[N+](C)(C)CCCCCC.[Br-],Bromide
392,518,15,CCCCCCC[N+](C)(C)CCCCCC,CCCCCCC[N+](C)(C)CCCCCC.[Cl-],Chloride
393,528,15,CCCCCCC[N+](CC)(C(C)C)C(C)C,CCCCCCC[N+](CC)(C(C)C)C(C)C.[Br-],Bromide
394,528,15,CCCCCCC[N+](CC)(C(C)C)C(C)C,CCCCCCC[N+](CC)(C(C)C)C(C)C.[Cl-],Chloride
395,531,15,CCCCCCC[N+](CC)(CC)CCCC,CCCCCCC[N+](CC)(CC)CCCC.[Br-],Bromide
396,531,15,CCCCCCC[N+](CC)(CC)CCCC,CCCCCCC[N+](CC)(CC)CCCC.[Cl-],Chloride
397,533,15,CCCCCCC[N+](CC)(CCC)CCC,CCCCCCC[N+](CC)(CCC)CCC.[Br-],Bromide
398,533,15,CCCCCCC[N+](CC)(CCC)CCC,CCCCCCC[N+](CC)(CCC)CCC.[Cl-],Chloride
399,534,15,CCCCCC[N+](C(C)C)(C(C)C)C(C)C,CCCCCC[N+](C(C)C)(C(C)C)C(C)C.[Br-],Bromide
400,534,15,CCCCCC[N+](C(C)C)(C(C)C)C(C)C,CCCCCC[N+](C(C)C)(C(C)C)C(C)C.[Cl-],Chloride
401,538,15,CCCCCC[N+](C)(CC(C)C)CC(C)C,CCCCCC[N+](C)(CC(C)C)CC(C)C.[Br-],Bromide
402,538,15,CCCCCC[N+](C)(CC(C)C)CC(C)C,CCCCCC[N+](C)(CC(C)C)CC(C)C.[Cl-],Chloride
403,540,15,CCCCCC[N+](C)(CC)CCCCCC,CCCCCC[N+](C)(CC)CCCCCC.[Br-],Bromide
404,540,15,CCCCCC[N+](C)(CC)CCCCCC,CCCCCC[N+](C)(CC)CCCCCC.[Cl-],Chloride
405,545,15,CCCCCC[N+](C)(CCC)CCCCC,CCCCCC[N+](C)(CCC)CCCCC.[Br-],Bromide
406,545,15,CCCCCC[N+](C)(CCC)CCCCC,CCCCCC[N+](C)(CCC)CCCCC.[Cl-],Chloride
407,548,15,CCCCCC[N+](C)(CCCC)CCCC,CCCCCC[N+](C)(CCCC)CCCC.[Br-],Bromide
408,548,15,CCCCCC[N+](C)(CCCC)CCCC,CCCCCC[N+](C)(CCCC)CCCC.[Cl-],Chloride
409,549,15,CCCCCC[N+](C)(CCCCC)C(C)C,CCCCCC[N+](C)(CCCCC)C(C)C.[Br-],Bromide
410,549,15,CCCCCC[N+](C)(CCCCC)C(C)C,CCCCCC[N+](C)(CCCCC)C(C)C.[Cl-],Chloride
411,555,15,CCCCCC[N+](CC)(CC)CCCCC,CCCCCC[N+](CC)(CC)CCCCC.[Br-],Bromide
412,555,15,CCCCCC[N+](CC)(CC)CCCCC,CCCCCC[N+](CC)(CC)CCCCC.[Cl-],Chloride
413,558,15,CCCCCC[N+](CC)(CCC)CCCC,CCCCCC[N+](CC)(CCC)CCCC.[Br-],Bromide
414,558,15,CCCCCC[N+](CC)(CCC)CCCC,CCCCCC[N+](CC)(CCC)CCCC.[Cl-],Chloride
415,562,15,CCCCCC[N+](CCC)(CCC)CCC,CCCCCC[N+](CCC)(CCC)CCC.[Br-],Bromide
416,562,15,CCCCCC[N+](CCC)(CCC)CCC,CCCCCC[N+](CCC)(CCC)CCC.[Cl-],Chloride
417,573,15,CCCCC[N+](C)(CCCC)CCCCC,CCCCC[N+](C)(CCCC)CCCCC.[Br-],Bromide
418,573,15,CCCCC[N+](C)(CCCC)CCCCC,CCCCC[N+](C)(CCCC)CCCCC.[Cl-],Chloride
419,586,15,CCCCC[N+](CC)(CCC)CCCCC,CCCCC[N+](CC)(CCC)CCCCC.[Br-],Bromide
420,586,15,CCCCC[N+](CC)(CCC)CCCCC,CCCCC[N+](CC)(CCC)CCCCC.[Cl-],Chloride
421,589,15,CCCCC[N+](CC)(CCCC)CCCC,CCCCC[N+](CC)(CCCC)CCCC.[Br-],Bromide
422,589,15,CCCCC[N+](CC)(CCCC)CCCC,CCCCC[N+](CC)(CCCC)CCCC.[Cl-],Chloride
423,595,15,CCCCC[N+](CCC)(CCC)CCCC,CCCCC[N+](CCC)(CCC)CCCC.[Br-],Bromide
424,595,15,CCCCC[N+](CCC)(CCC)CCCC,CCCCC[N+](CCC)(CCC)CCCC.[Cl-],Chloride
425,629,15,CCCC[N+](CCC)(CCCC)CC(C)C,CCCC[N+](CCC)(CCCC)CC(C)C.[Br-],Bromide
426,629,15,CCCC[N+](CCC)(CCCC)CC(C)C,CCCC[N+](CCC)(CCCC)CC(C)C.[Cl-],Chloride
427,630,15,CCCC[N+](CCC)(CCCC)CCCC,CCCC[N+](CCC)(CCCC)CCCC.[Br-],Bromide
428,630,15,CCCC[N+](CCC)(CCCC)CCCC,CCCC[N+](CCC)(CCCC)CCCC.[Cl-],Chloride
429,633,15,CCCC[N+](CCCC)(CCCC)C(C)C,CCCC[N+](CCCC)(CCCC)C(C)C.[Br-],Bromide
430,633,15,CCCC[N+](CCCC)(CCCC)C(C)C,CCCC[N+](CCCC)(CCCC)C(C)C.[Cl-],Chloride
431,653,16,CC(C)(C)[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,CC(C)(C)[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C.[Br-],Bromide
432,653,16,CC(C)(C)[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C,CC(C)(C)[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C.[Cl-],Chloride
433,655,16,CC(C)CC[N+](C)(CCC(C)C)CCC(C)C,CC(C)CC[N+](C)(CCC(C)C)CCC(C)C.[Br-],Bromide
434,655,16,CC(C)CC[N+](C)(CCC(C)C)CCC(C)C,CC(C)CC[N+](C)(CCC(C)C)CCC(C)C.[Cl-],Chloride
435,662,16,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Br-],Bromide
436,662,16,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C.[Cl-],Chloride
437,702,16,CCCCCCC[N+](C(C)C)(C(C)C)C(C)C,CCCCCCC[N+](C(C)C)(C(C)C)C(C)C.[Br-],Bromide
438,702,16,CCCCCCC[N+](C(C)C)(C(C)C)C(C)C,CCCCCCC[N+](C(C)C)(C(C)C)C(C)C.[Cl-],Chloride
439,705,16,CCCCCCC[N+](C)(C)CCCCCCC,CCCCCCC[N+](C)(C)CCCCCCC.[Br-],Bromide
440,705,16,CCCCCCC[N+](C)(C)CCCCCCC,CCCCCCC[N+](C)(C)CCCCCCC.[Cl-],Chloride
441,709,16,CCCCCCC[N+](C)(CC)CCCCCC,CCCCCCC[N+](C)(CC)CCCCCC.[Br-],Bromide
442,709,16,CCCCCCC[N+](C)(CC)CCCCCC,CCCCCCC[N+](C)(CC)CCCCCC.[Cl-],Chloride
443,714,16,CCCCCCC[N+](C)(CCC)CCCCC,CCCCCCC[N+](C)(CCC)CCCCC.[Br-],Bromide
444,714,16,CCCCCCC[N+](C)(CCC)CCCCC,CCCCCCC[N+](C)(CCC)CCCCC.[Cl-],Chloride
445,717,16,CCCCCCC[N+](C)(CCCC)CCCC,CCCCCCC[N+](C)(CCCC)CCCC.[Br-],Bromide
446,717,16,CCCCCCC[N+](C)(CCCC)CCCC,CCCCCCC[N+](C)(CCCC)CCCC.[Cl-],Chloride
447,731,16,CCCCCCC[N+](CCC)(CCC)CCC,CCCCCCC[N+](CCC)(CCC)CCC.[Br-],Bromide
448,731,16,CCCCCCC[N+](CCC)(CCC)CCC,CCCCCCC[N+](CCC)(CCC)CCC.[Cl-],Chloride
449,739,16,CCCCCC[N+](C)(CCC)CCCCCC,CCCCCC[N+](C)(CCC)CCCCCC.[Br-],Bromide
450,739,16,CCCCCC[N+](C)(CCC)CCCCCC,CCCCCC[N+](C)(CCC)CCCCCC.[Cl-],Chloride
451,743,16,CCCCCC[N+](C)(CCCC)CCCCC,CCCCCC[N+](C)(CCCC)CCCCC.[Br-],Bromide
452,743,16,CCCCCC[N+](C)(CCCC)CCCCC,CCCCCC[N+](C)(CCCC)CCCCC.[Cl-],Chloride
453,753,16,CCCCCC[N+](CC)(CC)CCCCCC,CCCCCC[N+](CC)(CC)CCCCCC.[Br-],Bromide
454,753,16,CCCCCC[N+](CC)(CC)CCCCCC,CCCCCC[N+](CC)(CC)CCCCCC.[Cl-],Chloride
455,761,16,CCCCCC[N+](CC)(CCCC)CCCC,CCCCCC[N+](CC)(CCCC)CCCC.[Br-],Bromide
456,761,16,CCCCCC[N+](CC)(CCCC)CCCC,CCCCCC[N+](CC)(CCCC)CCCC.[Cl-],Chloride
457,767,16,CCCCCC[N+](CCC)(CCC)CCCC,CCCCCC[N+](CCC)(CCC)CCCC.[Br-],Bromide
458,767,16,CCCCCC[N+](CCC)(CCC)CCCC,CCCCCC[N+](CCC)(CCC)CCCC.[Cl-],Chloride
459,781,16,CCCCC[N+](C)(CCCCC)CCCCC,CCCCC[N+](C)(CCCCC)CCCCC.[Br-],Bromide
460,781,16,CCCCC[N+](C)(CCCCC)CCCCC,CCCCC[N+](C)(CCCCC)CCCCC.[Cl-],Chloride
461,794,16,CCCCC[N+](CC)(CCCC)CCCCC,CCCCC[N+](CC)(CCCC)CCCCC.[Br-],Bromide
