Index,Num_c,SMILES,smiles,exists,cid,name,molecular_weight
115,11,CCC[N+](C)(CC(C)C)C(C)C,CCC[N+](C)(CC(C)C)C(C)C,True,123313589.0,methyl-(2-methylpropyl)-propan-2-yl-propylazanium,172.33
116,11,CCC[N+](C)(CC)CC(C)CC,CCC[N+](C)(CC)CC(C)CC,True,90726542.0,ethyl-methyl-(2-methylbutyl)-propylazanium,172.33
117,11,CCC[N+](C)(CC)CCC(C)C,CCC[N+](C)(CC)CCC(C)C,True,,,
118,11,CCC[N+](C)(CCC)C(C)(C)C,CCC[N+](C)(CCC)C(C)(C)C,True,,,
119,11,CCC[N+](C)(CCC)CC(C)C,CCC[N+](C)(CCC)CC(C)C,True,,,
120,11,CCC[N+](CC)(C(C)C)C(C)C,CCC[N+](CC)(C(C)C)C(C)C,True,22044301.0,ethyl-di(propan-2-yl)-propylazanium,172.33
121,11,CCC[N+](CC)(CC)C(C)(C)C,CCC[N+](CC)(CC)C(C)(C)C,True,,,
122,11,CCC[N+](CC)(CC)CC(C)C,CCC[N+](CC)(CC)CC(C)C,True,,,
123,11,CCC[N+](CC)(CCC)C(C)C,CCC[N+](CC)(CCC)C(C)C,True,22044325.0,ethyl-propan-2-yl-dipropylazanium,172.33
124,11,CCC[N+](CC)(CCC)CCC,CCC[N+](CC)(CCC)CCC,True,417995.0,ethyl(tripropyl)azanium,172.33
125,11,CC[N+](C(C)C)(C(C)C)C(C)C,CC[N+](C(C)C)(C(C)C)C(C)C,True,15533238.0,ethyl-tri(propan-2-yl)azanium,172.33
126,11,CC[N+](C)(C(C)(C)C)C(C)(C)C,CC[N+](C)(C(C)(C)C)C(C)(C)C,True,141734441.0,ditert-butyl-ethyl-methylazanium,172.33
127,11,CC[N+](C)(CC(C)C)C(C)(C)C,CC[N+](C)(CC(C)C)C(C)(C)C,True,,,
128,11,CC[N+](C)(CC(C)C)CC(C)C,CC[N+](C)(CC(C)C)CC(C)C,True,85967981.0,ethyl-methyl-bis(2-methylpropyl)azanium,172.33
129,11,CC[N+](C)(CCC(C)C)C(C)C,CC[N+](C)(CCC(C)C)C(C)C,True,147704007.0,ethyl-methyl-(3-methylbutyl)-propan-2-ylazanium,172.33
130,11,CC[N+](CC)(C(C)C)C(C)(C)C,CC[N+](CC)(C(C)C)C(C)(C)C,True,,,
131,11,CC[N+](CC)(CC(C)C)C(C)C,CC[N+](CC)(CC(C)C)C(C)C,True,131972499.0,diethyl-(2-methylpropyl)-propan-2-ylazanium,172.33
132,11,CC[N+](CC)(CC)CCC(C)C,CC[N+](CC)(CC)CCC(C)C,True,88868799.0,triethyl(3-methylbutyl)azanium,172.33
133,12,CC(C)CC[N+](C)(C(C)C)C(C)C,CC(C)CC[N+](C)(C(C)C)C(C)C,True,,,
134,12,CC(C)CC[N+](C)(C)CCC(C)C,CC(C)CC[N+](C)(C)CCC(C)C,True,58574232.0,dimethyl-bis(3-methylbutyl)azanium,186.36
135,12,CC(C)C[N+](C)(C(C)C)C(C)(C)C,CC(C)C[N+](C)(C(C)C)C(C)(C)C,True,,,
136,12,CC(C)C[N+](C)(CC(C)C)C(C)C,CC(C)C[N+](C)(CC(C)C)C(C)C,True,153280987.0,methyl-bis(2-methylpropyl)-propan-2-ylazanium,186.36
137,12,CC(C)[N+](C(C)C)(C(C)C)C(C)C,CC(C)[N+](C(C)C)(C(C)C)C(C)C,True,424922.0,tetra(propan-2-yl)azanium,186.36
138,12,CC(C)[N+](C)(C(C)(C)C)C(C)(C)C,CC(C)[N+](C)(C(C)(C)C)C(C)(C)C,True,11325002.0,ditert-butyl-methyl-propan-2-ylazanium,186.36
139,12,CCC(C)C[N+](C)(C(C)C)C(C)C,CCC(C)C[N+](C)(C(C)C)C(C)C,True,,,
