Index,Num_c,SMILES,cid,name,molecular_weight
147,12,CC[N+](CC)(C(C)(C)C)C(C)(C)C,174667270.0,ditert-butyl(diethyl)azanium,186.36
149,12,CC[N+](CC)(CC(C)C)CC(C)C,117974218.0,diethyl-bis(2-methylpropyl)azanium,186.36
150,13,CC(C)(C)[N+](C)(C(C)(C)C)C(C)(C)C,71330523.0,tritert-butyl(methyl)azanium,200.38
151,13,CC(C)C[N+](C(C)C)(C(C)C)C(C)C,90318971.0,2-methylpropyl-tri(propan-2-yl)azanium,200.38
154,13,CC(C)C[N+](C)(CC(C)C)CC(C)C,11187184.0,methyl-tris(2-methylpropyl)azanium,200.38
155,13,CC(C)[N+](C(C)C)(C(C)C)C(C)(C)C,60075935.0,tert-butyl-tri(propan-2-yl)azanium,200.38
156,13,CCCCCCC[N+](C)(C)C(C)(C)C,141683286.0,tert-butyl-heptyl-dimethylazanium,200.38
158,13,CCCCCCC[N+](C)(C)CCCC,23088855.0,butyl-heptyl-dimethylazanium,200.38
161,13,CCCCCCC[N+](CC)(CC)CC,14389559.0,triethyl(heptyl)azanium,200.38
163,13,CCCCCC[N+](C)(C)CCCCC,23088834.0,hexyl-dimethyl-pentylazanium,200.38
166,13,CCCCCC[N+](C)(CC)CCCC,57165305.0,butyl-ethyl-hexyl-methylazanium,200.38
168,13,CCCCCC[N+](C)(CCC)CCC,87508855.0,hexyl-methyl-dipropylazanium,200.38
170,13,CCCCCC[N+](CC)(CC)CCC,153996761.0,diethyl-hexyl-propylazanium,200.38
173,13,CCCCC[N+](C)(CC)CCCCC,57048141.0,ethyl-methyl-dipentylazanium,200.38
176,13,CCCCC[N+](C)(CCC)CCCC,87508327.0,butyl-methyl-pentyl-propylazanium,200.38
181,13,CCCCC[N+](CC)(CC)CCCC,118020623.0,butyl-diethyl-pentylazanium,200.38
183,13,CCCCC[N+](CC)(CCC)CCC,118020792.0,ethyl-pentyl-dipropylazanium,200.38
184,13,CCCC[N+](C(C)C)(C(C)C)C(C)C,87805927.0,butyl-tri(propan-2-yl)azanium,200.38
190,13,CCCC[N+](C)(CCCC)CCCC,36209.0,tributyl(methyl)azanium,200.38
195,13,CCCC[N+](CC)(CCC)CCCC,5257973.0,dibutyl-ethyl-propylazanium,200.38
199,13,CCCC[N+](CCC)(CCC)CCC,19180.0,butyl(tripropyl)azanium,200.38
201,13,CCC[N+](CC(C)C)(C(C)C)C(C)C,170073987.0,2-methylpropyl-di(propan-2-yl)-propylazanium,200.38
208,13,CCC[N+](CCC)(CCC)CC(C)C,18761864.0,2-methylpropyl(tripropyl)azanium,200.38
213,14,CC(C)C[N+](CC(C)C)(C(C)C)C(C)C,153455956.0,bis(2-methylpropyl)-di(propan-2-yl)azanium,214.41
214,14,CC(C)[N+](C(C)C)(C(C)(C)C)C(C)(C)C,60075940.0,ditert-butyl-di(propan-2-yl)azanium,214.41
216,14,CCCCCCC[N+](C)(C)CCCCC,87493941.0,heptyl-dimethyl-pentylazanium,214.41
219,14,CCCCCCC[N+](C)(CC)CCCC,146418800.0,butyl-ethyl-heptyl-methylazanium,214.41
225,14,CCCCCC[N+](C)(C)CCCCCC,158284.0,dihexyl(dimethyl)azanium,214.41
227,14,CCCCCC[N+](C)(CC)CCCCC,87508057.0,ethyl-hexyl-methyl-pentylazanium,214.41
