Index,Num_c,SMILES,CID,IUPACName,XLogP,Volume3D,MolecularWeight,Charge,EffectiveRotorCount3D,RotatableBondCount,TPSA,Complexity,HeavyAtomCount,FeatureCationCount3D,FeatureHydrophobeCount3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,ConformerCount3D
144,16,CCCCCCC[N+](CCC)(CCC)CCC,20266119,heptyl(tripropyl)azanium,5.8,221.3,242.46,1,12.0,12,0,137,17,1.0,5.0,12.02,2.65,2.09,10
145,16,CCCCCC[N+](C)(CCC)CCCCCC,58935187,dihexyl-methyl-propylazanium,5.8,222.6,242.46,1,12.0,12,0,142,17,1.0,5.0,13.83,4.05,1.12,10
146,16,CCCCCC[N+](C)(CCCC)CCCCC,87508904,butyl-hexyl-methyl-pentylazanium,5.7,222.7,242.46,1,12.0,12,0,156,17,1.0,4.0,11.81,4.82,1.18,10
147,16,CCCCCC[N+](CC)(CC)CCCCCC,20092195,diethyl(dihexyl)azanium,5.7,221.1,242.46,1,12.0,12,0,136,17,1.0,4.0,13.77,3.35,1.31,10
149,16,CCCCCC[N+](CC)(CCCC)CCCC,151792739,dibutyl-ethyl-hexylazanium,5.5,221.4,242.46,1,12.0,12,0,146,17,1.0,4.0,9.17,4.18,1.87,10
150,16,CCCCCC[N+](CCC)(CCC)CCCC,23088825,butyl-hexyl-dipropylazanium,5.7,221.0,242.46,1,12.0,12,0,148,17,1.0,5.0,9.61,3.17,2.35,10
151,16,CCCCC[N+](C)(CCCCC)CCCCC,13767188,methyl(tripentyl)azanium,5.7,222.7,242.46,1,12.0,12,0,127,17,1.0,3.0,10.33,4.85,1.06,10
152,16,CCCCC[N+](CC)(CCCC)CCCCC,118020801,butyl-ethyl-dipentylazanium,5.5,221.1,242.46,1,12.0,12,0,144,17,1.0,3.0,8.14,4.58,1.55,10
153,16,CCCCC[N+](CCC)(CCC)CCCCC,85717237,dipentyl(dipropyl)azanium,5.7,221.5,242.46,1,12.0,12,0,136,17,1.0,4.0,9.03,3.42,2.42,10
154,16,CCCCC[N+](CCC)(CCCC)CCCC,142514259,dibutyl-pentyl-propylazanium,5.5,221.3,242.46,1,12.0,12,0,146,17,1.0,4.0,7.39,3.84,2.66,10
155,16,CCCC[N+](CCCC)(CCCC)CCCC,16028,tetrabutylazanium,5.3,221.0,242.46,1,12.0,12,0,116,17,1.0,4.0,6.2,3.63,3.53,10
156,17,CCCCCCCCCCCCCC[N+](C)(C)C,14251,trimethyl(tetradecyl)azanium,7.0,239.1,256.5,1,13.0,13,0,157,18,1.0,1.0,37.79,0.93,0.79,10
157,17,CCCCCCCCCCCCC[N+](C)(C)CC,87744372,ethyl-dimethyl-tridecylazanium,6.8,237.7,256.5,1,13.0,13,0,163,18,1.0,1.0,34.72,1.09,0.79,10
158,17,CCCCCCCCCCCC[N+](C)(C)CCC,10786192,dodecyl-dimethyl-propylazanium,6.8,237.6,256.5,1,13.0,13,0,163,18,1.0,2.0,32.48,1.34,0.8,10
159,17,CCCCCCCCCCCC[N+](C)(CC)CC,14494908,dodecyl-diethyl-methylazanium,6.6,235.6,256.5,1,13.0,13,0,161,18,1.0,1.0,20.45,2.55,1.03,10
160,17,CCCCCCCCCCC[N+](C)(C)CCCC,122481735,butyl-dimethyl-undecylazanium,6.6,236.8,256.5,1,13.0,13,0,163,18,1.0,2.0,20.83,3.01,1.04,10
161,17,CCCCCCCCCCC[N+](C)(CC)CCC,158020210,ethyl-methyl-propyl-undecylazanium,6.6,236.4,256.5,1,13.0,13,0,167,18,1.0,2.0,27.37,1.56,1.01,10
162,17,CCCCCCCCCCC[N+](CC)(CC)CC,11701609,triethyl(undecyl)azanium,6.4,234.5,256.5,1,13.0,13,0,153,18,1.0,1.0,26.33,1.29,1.22,10
163,17,CCCCCCCCCC[N+](C)(C)CCCCC,122481312,decyl-dimethyl-pentylazanium,6.6,236.9,256.5,1,13.0,13,0,163,18,1.0,2.0,11.23,4.08,0.93,10
165,17,CCCCCCCCCC[N+](C)(CCC)CCC,127262909,decyl-methyl-dipropylazanium,6.6,235.5,256.5,1,13.0,13,0,159,18,1.0,3.0,15.58,3.16,1.18,10
166,17,CCCCCCCCCC[N+](CC)(CC)CCC,150914213,decyl-diethyl-propylazanium,6.4,234.4,256.5,1,13.0,13,0,161,18,1.0,2.0,21.41,2.06,1.23,10
167,17,CCCCCCCCC[N+](C)(C)CCCCCC,53961664,hexyl-dimethyl-nonylazanium,6.6,237.3,256.5,1,13.0,13,0,163,18,1.0,3.0,24.69,1.85,0.84,10
172,17,CCCCCCCC[N+](C)(C)CCCCCCC,53805370,heptyl-dimethyl-octylazanium,6.6,237.8,256.5,1,13.0,13,0,163,18,1.0,5.0,24.75,3.25,0.82,10
175,17,CCCCCCCC[N+](C)(CCCC)CCCC,127262900,dibutyl-methyl-octylazanium,6.2,235.8,256.5,1,13.0,13,0,157,18,1.0,5.0,15.54,4.23,1.21,10
178,17,CCCCCCCC[N+](CCC)(CCC)CCC,54170758,octyl(tripropyl)azanium,6.4,234.2,256.5,1,13.0,13,0,148,18,1.0,6.0,15.0,2.47,2.05,10
180,17,CCCCCCC[N+](C)(CCC)CCCCCC,54058603,heptyl-hexyl-methyl-propylazanium,6.4,235.7,256.5,1,13.0,13,0,167,18,1.0,5.0,10.7,6.98,1.21,10
185,17,CCCCCCC[N+](CCC)(CCC)CCCC,151952654,butyl-heptyl-dipropylazanium,6.2,234.2,256.5,1,13.0,13,0,159,18,1.0,5.0,12.38,2.89,2.37,10
186,17,CCCCCC[N+](C)(CCCC)CCCCCC,57010389,butyl-dihexyl-methylazanium,6.2,235.4,256.5,1,13.0,13,0,153,18,1.0,5.0,13.23,5.07,1.33,10
187,17,CCCCCC[N+](C)(CCCCC)CCCCC,53812961,hexyl-methyl-dipentylazanium,6.2,235.7,256.5,1,13.0,13,0,155,18,1.0,4.0,10.57,6.45,0.95,10
191,17,CCCCCC[N+](CCC)(CCCC)CCCC,151583097,dibutyl-hexyl-propylazanium,6.0,234.0,256.5,1,13.0,13,0,157,18,1.0,5.0,9.61,3.58,2.07,10
192,17,CCCCC[N+](CC)(CCCCC)CCCCC,14022639,ethyl(tripentyl)azanium,6.0,234.8,256.5,1,13.0,13,0,138,18,1.0,3.0,9.44,5.17,2.02,10
193,17,CCCCC[N+](CCC)(CCCC)CCCCC,54574573,butyl-dipentyl-propylazanium,6.0,234.5,256.5,1,13.0,13,0,155,18,1.0,4.0,8.79,4.21,2.68,10
194,17,CCCCC[N+](CCCC)(CCCC)CCCC,3528502,tributyl(pentyl)azanium,5.8,234.2,256.5,1,13.0,13,0,143,18,1.0,4.0,7.67,3.81,3.38,10
195,18,CCCCCCCCCCCCCCC[N+](C)(C)C,423584,trimethyl(pentadecyl)azanium,7.5,251.8,270.5,1,14.0,14,0,169,19,1.0,1.0,42.85,0.91,0.78,10
196,18,CCCCCCCCCCCCCC[N+](C)(C)CC,110474,ethyl-dimethyl-tetradecylazanium,7.3,250.9,270.5,1,14.0,14,0,175,19,1.0,1.0,39.81,1.08,0.78,10
197,18,CCCCCCCCCCCCC[N+](C)(C)CCC,159160365,dimethyl-propyl-tridecylazanium,7.3,250.9,270.5,1,14.0,14,0,175,19,1.0,2.0,37.28,1.33,0.79,10
199,18,CCCCCCCCCCCC[N+](C)(C)CCCC,407819,butyl-dodecyl-dimethylazanium,7.1,250.6,270.5,1,14.0,14,0,175,19,1.0,2.0,34.34,1.77,0.81,10
200,18,CCCCCCCCCCCC[N+](C)(CC)CCC,14494857,dodecyl-ethyl-methyl-propylazanium,7.1,248.6,270.5,1,14.0,14,0,179,19,1.0,2.0,18.81,2.93,1.18,10
201,18,CCCCCCCCCCCC[N+](CC)(CC)CC,28940,dodecyl(triethyl)azanium,7.0,247.2,270.5,1,14.0,14,0,164,19,1.0,1.0,20.65,2.64,1.2,10
202,18,CCCCCCCCCCC[N+](C)(C)CCCCC,122481535,dimethyl-pentyl-undecylazanium,7.1,250.4,270.5,1,14.0,14,0,175,19,1.0,2.0,31.5,2.44,0.8,10
205,18,CCCCCCCCCCC[N+](CC)(CC)CCC,87491732,diethyl-propyl-undecylazanium,6.9,247.3,270.5,1,14.0,14,0,173,19,1.0,2.0,25.52,1.97,1.19,10
206,18,CCCCCCCCCC[N+](C)(C)CCCCCC,19369139,decyl-hexyl-dimethylazanium,7.1,250.7,270.5,1,14.0,14,0,175,19,1.0,3.0,29.76,2.86,0.81,10
207,18,CCCCCCCCCC[N+](C)(CC)CCCCC,160997003,decyl-ethyl-methyl-pentylazanium,6.9,249.2,270.5,1,14.0,14,0,179,19,1.0,2.0,25.96,2.78,0.98,10
210,18,CCCCCCCCCC[N+](CC)(CCC)CCC,152402758,decyl-ethyl-dipropylazanium,6.9,247.4,270.5,1,14.0,14,0,171,19,1.0,3.0,21.71,2.28,1.55,10
211,18,CCCCCCCCC[N+](C)(C)CCCCCCC,122481686,heptyl-dimethyl-nonylazanium,7.1,250.9,270.5,1,14.0,14,0,175,19,1.0,3.0,28.4,3.44,0.81,10
215,18,CCCCCCCCC[N+](CC)(CC)CCCCC,22408859,diethyl-nonyl-pentylazanium,6.8,247.0,270.5,1,14.0,14,0,173,19,1.0,2.0,9.54,4.43,1.23,10
217,18,CCCCCCCCC[N+](CCC)(CCC)CCC,22408878,nonyl(tripropyl)azanium,6.9,247.3,270.5,1,14.0,14,0,160,19,1.0,4.0,18.59,2.39,1.99,10
218,18,CCCCCCCC[N+](C)(C)CCCCCCCC,62582,dimethyl(dioctyl)azanium,7.1,250.1,270.5,1,14.0,14,0,157,19,1.0,6.0,12.2,8.41,1.03,10
222,18,CCCCCCCC[N+](CC)(CC)CCCCCC,88102340,diethyl-hexyl-octylazanium,6.8,247.3,270.5,1,14.0,14,0,173,19,1.0,5.0,12.84,6.53,1.22,10
224,18,CCCCCCCC[N+](CC)(CCCC)CCCC,152181181,dibutyl-ethyl-octylazanium,6.6,247.1,270.5,1,14.0,14,0,169,19,1.0,5.0,14.55,3.94,1.79,10
225,18,CCCCCCCC[N+](CCC)(CCC)CCCC,87493375,butyl-octyl-dipropylazanium,6.7,247.3,270.5,1,14.0,14,0,171,19,1.0,6.0,15.64,2.99,2.17,10
227,18,CCCCCCC[N+](C)(CCCC)CCCCCC,175529229,butyl-heptyl-hexyl-methylazanium,6.7,248.6,270.5,1,14.0,14,0,179,19,1.0,5.0,10.13,4.61,2.89,10
229,18,CCCCCCC[N+](CC)(CC)CCCCCCC,87534239,diethyl(diheptyl)azanium,6.8,247.6,270.5,1,14.0,14,0,157,19,1.0,4.0,19.0,3.97,1.23,10
234,18,CCCCCC[N+](C)(CCCCC)CCCCCC,23534989,dihexyl-methyl-pentylazanium,6.7,248.7,270.5,1,14.0,14,0,165,19,1.0,5.0,10.67,8.5,1.37,10
237,18,CCCCCC[N+](CCC)(CCC)CCCCCC,23088856,dihexyl(dipropyl)azanium,6.7,246.9,270.5,1,14.0,14,0,157,19,1.0,6.0,12.52,4.1,2.22,10
239,18,CCCCCC[N+](CCCC)(CCCC)CCCC,19858518,tributyl(hexyl)azanium,6.4,246.9,270.5,1,14.0,14,0,155,19,1.0,5.0,9.44,3.86,3.3,10
240,18,CCCCC[N+](CCC)(CCCCC)CCCCC,14022636,tripentyl(propyl)azanium,6.6,247.7,270.5,1,14.0,14,0,150,19,1.0,4.0,9.01,5.55,2.6,10
241,18,CCCCC[N+](CCCC)(CCCC)CCCCC,87534260,dibutyl(dipentyl)azanium,6.4,247.5,270.5,1,14.0,14,0,157,19,1.0,4.0,8.81,4.02,3.62,10
242,19,CCCCCCCCCCCCCCCC[N+](C)(C)C,2681,hexadecyl(trimethyl)azanium,8.0,265.1,284.5,1,15.0,15,0,181,20,1.0,1.0,47.87,0.93,0.78,10
243,19,CCCCCCCCCCCCCCC[N+](C)(C)CC,2724228,ethyl-dimethyl-pentadecylazanium,7.9,263.6,284.5,1,15.0,15,0,186,20,1.0,1.0,45.05,1.05,0.78,10
244,19,CCCCCCCCCCCCCC[N+](C)(C)CCC,19704734,dimethyl-propyl-tetradecylazanium,7.8,263.8,284.5,1,15.0,15,0,186,20,1.0,2.0,42.32,1.29,0.78,10
245,19,CCCCCCCCCCCCCC[N+](C)(CC)CC,54500718,diethyl-methyl-tetradecylazanium,7.7,262.4,284.5,1,15.0,15,0,184,20,1.0,1.0,40.05,1.23,0.94,10
246,19,CCCCCCCCCCCCC[N+](C)(C)CCCC,53775594,butyl-dimethyl-tridecylazanium,7.7,263.5,284.5,1,15.0,15,0,186,20,1.0,2.0,39.09,1.73,0.8,10
248,19,CCCCCCCCCCCCC[N+](CC)(CC)CC,10446619,triethyl(tridecyl)azanium,7.5,260.6,284.5,1,15.0,15,0,176,20,1.0,1.0,35.58,1.26,1.19,10
249,19,CCCCCCCCCCCC[N+](C)(C)CCCCC,54510551,dodecyl-dimethyl-pentylazanium,7.7,263.0,284.5,1,15.0,15,0,186,20,1.0,2.0,16.32,3.88,0.94,10
250,19,CCCCCCCCCCCC[N+](C)(CC)CCCC,14494864,butyl-dodecyl-ethyl-methylazanium,7.5,261.6,284.5,1,15.0,15,0,190,20,1.0,2.0,17.89,3.3,1.15,10
251,19,CCCCCCCCCCCC[N+](C)(CCC)CCC,118583984,dodecyl-methyl-dipropylazanium,7.7,262.0,284.5,1,15.0,15,0,182,20,1.0,3.0,31.65,2.23,1.0,10
252,19,CCCCCCCCCCCC[N+](CC)(CC)CCC,14494918,dodecyl-diethyl-propylazanium,7.5,260.5,284.5,1,15.0,15,0,184,20,1.0,2.0,30.23,1.93,1.18,10
253,19,CCCCCCCCCCC[N+](C)(C)CCCCCC,19369143,hexyl-dimethyl-undecylazanium,7.7,263.4,284.5,1,15.0,15,0,186,20,1.0,3.0,33.82,2.96,0.8,10
256,19,CCCCCCCCCCC[N+](CC)(CC)CCCC,87495438,butyl-diethyl-undecylazanium,7.3,260.3,284.5,1,15.0,15,0,184,20,1.0,2.0,24.78,2.89,1.19,10
258,19,CCCCCCCCCC[N+](C)(C)CCCCCCC,87129446,decyl-heptyl-dimethylazanium,7.7,263.1,284.5,1,15.0,15,0,186,20,1.0,3.0,11.5,5.44,0.92,10
261,19,CCCCCCCCCC[N+](C)(CCCC)CCCC,13743819,dibutyl-decyl-methylazanium,7.3,261.3,284.5,1,15.0,15,0,180,20,1.0,3.0,14.67,3.05,1.95,10
264,19,CCCCCCCCCC[N+](CCC)(CCC)CCC,18778973,decyl(tripropyl)azanium,7.5,260.4,284.5,1,15.0,15,0,171,20,1.0,4.0,22.46,2.3,1.93,10
265,19,CCCCCCCCC[N+](C)(C)CCCCCCCC,85623243,dimethyl-nonyl-octylazanium,7.7,263.6,284.5,1,15.0,15,0,186,20,1.0,4.0,20.82,7.44,0.92,10
273,19,CCCCCCCC[N+](C)(CC)CCCCCCCC,54567820,ethyl-methyl-dioctylazanium,7.5,261.7,284.5,1,15.0,15,0,172,20,1.0,6.0,11.89,8.85,1.29,10
275,19,CCCCCCCC[N+](C)(CCCC)CCCCCC,71382090,butyl-hexyl-methyl-octylazanium,7.3,261.6,284.5,1,15.0,15,0,190,20,1.0,6.0,19.01,4.77,1.37,10
277,19,CCCCCCCC[N+](CC)(CC)CCCCCCC,54251353,diethyl-heptyl-octylazanium,7.3,260.5,284.5,1,15.0,15,0,184,20,1.0,5.0,13.33,8.33,1.19,10
280,19,CCCCCCCC[N+](CCC)(CCC)CCCCC,87493236,octyl-pentyl-dipropylazanium,7.3,260.1,284.5,1,15.0,15,0,182,20,1.0,6.0,12.04,4.7,2.03,10
283,19,CCCCCCC[N+](C)(CCCCC)CCCCCC,175529073,heptyl-hexyl-methyl-pentylazanium,7.3,262.0,284.5,1,15.0,15,0,190,20,1.0,5.0,13.32,7.2,1.08,10
289,19,CCCCCCC[N+](CCCC)(CCCC)CCCC,5003685,tributyl(heptyl)azanium,6.9,260.2,284.5,1,15.0,15,0,166,20,1.0,5.0,11.94,3.99,3.17,10
290,19,CCCCCC[N+](C)(CCCCCC)CCCCCC,11783458,trihexyl(methyl)azanium,7.3,261.4,284.5,1,15.0,15,0,157,20,1.0,6.0,13.07,7.88,1.51,10
294,19,CCCCCC[N+](CCCC)(CCCC)CCCCC,87494935,dibutyl-hexyl-pentylazanium,6.9,260.1,284.5,1,15.0,15,0,180,20,1.0,5.0,9.2,5.48,3.17,10
295,19,CCCCC[N+](CCCC)(CCCCC)CCCCC,14022644,butyl(tripentyl)azanium,6.9,260.6,284.5,1,15.0,15,0,162,20,1.0,4.0,9.13,5.3,3.46,10
296,20,CCCCCCCCCCCCCCCC[N+](C)(C)CC,31281,ethyl-hexadecyl-dimethylazanium,8.4,,298.6,1,,16,0,198,21,,,,,,0
297,20,CCCCCCCCCCCCCCC[N+](C)(C)CCC,175568559,dimethyl-pentadecyl-propylazanium,8.4,,298.6,1,,16,0,198,21,,,,,,0
299,20,CCCCCCCCCCCCCC[N+](C)(C)CCCC,13075676,butyl-dimethyl-tetradecylazanium,8.2,,298.6,1,,16,0,198,21,,,,,,0
301,20,CCCCCCCCCCCCCC[N+](CC)(CC)CC,28911,triethyl(tetradecyl)azanium,8.0,,298.6,1,,16,0,188,21,,,,,,0
302,20,CCCCCCCCCCCCC[N+](C)(C)CCCCC,160884159,dimethyl-pentyl-tridecylazanium,8.2,,298.6,1,,16,0,198,21,,,,,,0
306,20,CCCCCCCCCCCC[N+](C)(C)CCCCCC,53898943,dodecyl-hexyl-dimethylazanium,8.2,,298.6,1,,16,0,198,21,,,,,,0
309,20,CCCCCCCCCCCC[N+](CC)(CC)CCCC,86108924,butyl-dodecyl-diethylazanium,7.8,,298.6,1,,16,0,196,21,,,,,,0
310,20,CCCCCCCCCCCC[N+](CC)(CCC)CCC,54298149,dodecyl-ethyl-dipropylazanium,8.0,,298.6,1,,16,0,194,21,,,,,,0
311,20,CCCCCCCCCCC[N+](C)(C)CCCCCCC,122480849,heptyl-dimethyl-undecylazanium,8.2,,298.6,1,,16,0,198,21,,,,,,0
317,20,CCCCCCCCCCC[N+](CCC)(CCC)CCC,21869091,tripropyl(undecyl)azanium,8.0,,298.6,1,,16,0,183,21,,,,,,0
318,20,CCCCCCCCCC[N+](C)(C)CCCCCCCC,61907,decyl-dimethyl-octylazanium,8.2,,298.6,1,,16,0,198,21,,,,,,0
320,20,CCCCCCCCCC[N+](C)(CCC)CCCCCC,139745001,decyl-hexyl-methyl-propylazanium,8.0,,298.6,1,,16,0,202,21,,,,,,0
326,20,CCCCCCCCC[N+](C)(C)CCCCCCCCC,19706495,dimethyl-di(nonyl)azanium,8.2,,298.6,1,,16,0,178,21,,,,,,0
327,20,CCCCCCCCC[N+](C)(CC)CCCCCCCC,175528867,ethyl-methyl-nonyl-octylazanium,8.0,,298.6,1,,16,0,202,21,,,,,,0
336,20,CCCCCCCC[N+](C)(CCC)CCCCCCCC,52936837,methyl-dioctyl-propylazanium,8.0,,298.6,1,,16,0,184,21,,,,,,0
339,20,CCCCCCCC[N+](CC)(CC)CCCCCCCC,19602104,diethyl(dioctyl)azanium,7.8,,298.6,1,,16,0,178,21,,,,,,0
343,20,CCCCCCCC[N+](CCC)(CCC)CCCCCC,87492278,hexyl-octyl-dipropylazanium,7.8,,298.6,1,,16,0,194,21,,,,,,0
344,20,CCCCCCCC[N+](CCC)(CCCC)CCCCC,18317197,butyl-octyl-pentyl-propylazanium,7.6,,298.6,1,,16,0,202,21,,,,,,0
345,20,CCCCCCCC[N+](CCCC)(CCCC)CCCC,408233,tributyl(octyl)azanium,7.9,,298.6,1,,16,0,178,21,,,,,,0
347,20,CCCCCCC[N+](C)(CCCCCC)CCCCCC,175529579,heptyl-dihexyl-methylazanium,7.8,,298.6,1,,16,0,188,21,,,,,,0
350,20,CCCCCCC[N+](CCC)(CCC)CCCCCCC,87534339,diheptyl(dipropyl)azanium,7.8,,298.6,1,,16,0,178,21,,,,,,0
354,20,CCCCCC[N+](CC)(CCCCCC)CCCCCC,14022641,ethyl(trihexyl)azanium,7.6,,298.6,1,,16,0,169,21,,,,,,0
356,20,CCCCCC[N+](CCCC)(CCCC)CCCCCC,87534272,dibutyl(dihexyl)azanium,7.4,,298.6,1,,16,0,178,21,,,,,,0
358,20,CCCCC[N+](CCCCC)(CCCCC)CCCCC,17249,tetrapentylazanium,7.4,,298.6,1,,16,0,155,21,,,,,,0
