Index,Num_c,SMILES,cid,name,molecular_weight
217,18,CCCCCCCCC[N+](CCC)(CCC)CCC,22408878.0,nonyl(tripropyl)azanium,270.5
218,18,CCCCCCCC[N+](C)(C)CCCCCCCC,62582.0,dimethyl(dioctyl)azanium,270.5
222,18,CCCCCCCC[N+](CC)(CC)CCCCCC,88102340.0,diethyl-hexyl-octylazanium,270.5
224,18,CCCCCCCC[N+](CC)(CCCC)CCCC,152181181.0,dibutyl-ethyl-octylazanium,270.5
225,18,CCCCCCCC[N+](CCC)(CCC)CCCC,87493375.0,butyl-octyl-dipropylazanium,270.5
227,18,CCCCCCC[N+](C)(CCCC)CCCCCC,175529229.0,butyl-heptyl-hexyl-methylazanium,270.5
229,18,CCCCCCC[N+](CC)(CC)CCCCCCC,87534239.0,diethyl(diheptyl)azanium,270.5
234,18,CCCCCC[N+](C)(CCCCC)CCCCCC,23534989.0,dihexyl-methyl-pentylazanium,270.5
237,18,CCCCCC[N+](CCC)(CCC)CCCCCC,23088856.0,dihexyl(dipropyl)azanium,270.5
239,18,CCCCCC[N+](CCCC)(CCCC)CCCC,19858518.0,tributyl(hexyl)azanium,270.5
240,18,CCCCC[N+](CCC)(CCCCC)CCCCC,14022636.0,tripentyl(propyl)azanium,270.5
241,18,CCCCC[N+](CCCC)(CCCC)CCCCC,87534260.0,dibutyl(dipentyl)azanium,270.5
242,19,CCCCCCCCCCCCCCCC[N+](C)(C)C,2681.0,hexadecyl(trimethyl)azanium,284.5
243,19,CCCCCCCCCCCCCCC[N+](C)(C)CC,2724228.0,ethyl-dimethyl-pentadecylazanium,284.5
244,19,CCCCCCCCCCCCCC[N+](C)(C)CCC,19704734.0,dimethyl-propyl-tetradecylazanium,284.5
245,19,CCCCCCCCCCCCCC[N+](C)(CC)CC,54500718.0,diethyl-methyl-tetradecylazanium,284.5
246,19,CCCCCCCCCCCCC[N+](C)(C)CCCC,53775594.0,butyl-dimethyl-tridecylazanium,284.5
248,19,CCCCCCCCCCCCC[N+](CC)(CC)CC,10446619.0,triethyl(tridecyl)azanium,284.5
249,19,CCCCCCCCCCCC[N+](C)(C)CCCCC,54510551.0,dodecyl-dimethyl-pentylazanium,284.5
250,19,CCCCCCCCCCCC[N+](C)(CC)CCCC,14494864.0,butyl-dodecyl-ethyl-methylazanium,284.5
251,19,CCCCCCCCCCCC[N+](C)(CCC)CCC,118583984.0,dodecyl-methyl-dipropylazanium,284.5
252,19,CCCCCCCCCCCC[N+](CC)(CC)CCC,14494918.0,dodecyl-diethyl-propylazanium,284.5
253,19,CCCCCCCCCCC[N+](C)(C)CCCCCC,19369143.0,hexyl-dimethyl-undecylazanium,284.5
256,19,CCCCCCCCCCC[N+](CC)(CC)CCCC,87495438.0,butyl-diethyl-undecylazanium,284.5
258,19,CCCCCCCCCC[N+](C)(C)CCCCCCC,87129446.0,decyl-heptyl-dimethylazanium,284.5
261,19,CCCCCCCCCC[N+](C)(CCCC)CCCC,13743819.0,dibutyl-decyl-methylazanium,284.5
264,19,CCCCCCCCCC[N+](CCC)(CCC)CCC,18778973.0,decyl(tripropyl)azanium,284.5
265,19,CCCCCCCCC[N+](C)(C)CCCCCCCC,85623243.0,dimethyl-nonyl-octylazanium,284.5
273,19,CCCCCCCC[N+](C)(CC)CCCCCCCC,54567820.0,ethyl-methyl-dioctylazanium,284.5
275,19,CCCCCCCC[N+](C)(CCCC)CCCCCC,71382090.0,butyl-hexyl-methyl-octylazanium,284.5
277,19,CCCCCCCC[N+](CC)(CC)CCCCCCC,54251353.0,diethyl-heptyl-octylazanium,284.5
280,19,CCCCCCCC[N+](CCC)(CCC)CCCCC,87493236.0,octyl-pentyl-dipropylazanium,284.5
283,19,CCCCCCC[N+](C)(CCCCC)CCCCCC,175529073.0,heptyl-hexyl-methyl-pentylazanium,284.5
289,19,CCCCCCC[N+](CCCC)(CCCC)CCCC,5003685.0,tributyl(heptyl)azanium,284.5
290,19,CCCCCC[N+](C)(CCCCCC)CCCCCC,11783458.0,trihexyl(methyl)azanium,284.5
294,19,CCCCCC[N+](CCCC)(CCCC)CCCCC,87494935.0,dibutyl-hexyl-pentylazanium,284.5
295,19,CCCCC[N+](CCCC)(CCCCC)CCCCC,14022644.0,butyl(tripentyl)azanium,284.5
296,20,CCCCCCCCCCCCCCCC[N+](C)(C)CC,31281.0,ethyl-hexadecyl-dimethylazanium,298.6
297,20,CCCCCCCCCCCCCCC[N+](C)(C)CCC,175568559.0,dimethyl-pentadecyl-propylazanium,298.6
299,20,CCCCCCCCCCCCCC[N+](C)(C)CCCC,13075676.0,butyl-dimethyl-tetradecylazanium,298.6
301,20,CCCCCCCCCCCCCC[N+](CC)(CC)CC,28911.0,triethyl(tetradecyl)azanium,298.6
302,20,CCCCCCCCCCCCC[N+](C)(C)CCCCC,160884159.0,dimethyl-pentyl-tridecylazanium,298.6
306,20,CCCCCCCCCCCC[N+](C)(C)CCCCCC,53898943.0,dodecyl-hexyl-dimethylazanium,298.6
309,20,CCCCCCCCCCCC[N+](CC)(CC)CCCC,86108924.0,butyl-dodecyl-diethylazanium,298.6
310,20,CCCCCCCCCCCC[N+](CC)(CCC)CCC,54298149.0,dodecyl-ethyl-dipropylazanium,298.6
311,20,CCCCCCCCCCC[N+](C)(C)CCCCCCC,122480849.0,heptyl-dimethyl-undecylazanium,298.6
317,20,CCCCCCCCCCC[N+](CCC)(CCC)CCC,21869091.0,tripropyl(undecyl)azanium,298.6
318,20,CCCCCCCCCC[N+](C)(C)CCCCCCCC,61907.0,decyl-dimethyl-octylazanium,298.6
320,20,CCCCCCCCCC[N+](C)(CCC)CCCCCC,139745001.0,decyl-hexyl-methyl-propylazanium,298.6
326,20,CCCCCCCCC[N+](C)(C)CCCCCCCCC,19706495.0,dimethyl-di(nonyl)azanium,298.6
327,20,CCCCCCCCC[N+](C)(CC)CCCCCCCC,175528867.0,ethyl-methyl-nonyl-octylazanium,298.6
336,20,CCCCCCCC[N+](C)(CCC)CCCCCCCC,52936837.0,methyl-dioctyl-propylazanium,298.6
339,20,CCCCCCCC[N+](CC)(CC)CCCCCCCC,19602104.0,diethyl(dioctyl)azanium,298.6
343,20,CCCCCCCC[N+](CCC)(CCC)CCCCCC,87492278.0,hexyl-octyl-dipropylazanium,298.6
344,20,CCCCCCCC[N+](CCC)(CCCC)CCCCC,18317197.0,butyl-octyl-pentyl-propylazanium,298.6
345,20,CCCCCCCC[N+](CCCC)(CCCC)CCCC,408233.0,tributyl(octyl)azanium,298.6
347,20,CCCCCCC[N+](C)(CCCCCC)CCCCCC,175529579.0,heptyl-dihexyl-methylazanium,298.6
350,20,CCCCCCC[N+](CCC)(CCC)CCCCCCC,87534339.0,diheptyl(dipropyl)azanium,298.6
354,20,CCCCCC[N+](CC)(CCCCCC)CCCCCC,14022641.0,ethyl(trihexyl)azanium,298.6
356,20,CCCCCC[N+](CCCC)(CCCC)CCCCCC,87534272.0,dibutyl(dihexyl)azanium,298.6
358,20,CCCCC[N+](CCCCC)(CCCCC)CCCCC,17249.0,tetrapentylazanium,298.6
