序号,碳数,SMILES
497,15,CCCC(C)[N+](C)(C(C)CCC)C(C)(C)C
498,15,CCCC(C)[N+](C)(CC(C)C)C(C)CCC
499,15,CCCC(C)[N+](C)(CC(C)C)CC(C)CC
500,15,CCCC(C)[N+](C)(CC(C)CC)C(C)(C)C
501,15,CCCC(C)[N+](C)(CCC(C)C)C(C)(C)C
502,15,CCCC(C)[N+](C)(CCC(C)C)CC(C)C
503,15,CCCC(C)[N+](CC(C)C)(C(C)C)C(C)C
504,15,CCCC(C)[N+](CC)(C(C)(C)C)C(C)(C)C
505,15,CCCC(C)[N+](CC)(C(C)C)C(C)CCC
506,15,CCCC(C)[N+](CC)(CC(C)C)C(C)(C)C
507,15,CCCC(C)[N+](CC)(CC(C)C)CC(C)C
508,15,CCCC(C)[N+](CC)(CC(C)CC)C(C)C
509,15,CCCC(C)[N+](CC)(CCC(C)C)C(C)C
510,15,CCCC(C)[N+](CC)(CCC)C(C)CCC
511,15,CCCC(C)[N+](CC)(CCC)CC(C)CC
512,15,CCCC(C)[N+](CC)(CCC)CCC(C)C
513,15,CCCC(C)[N+](CCC)(C(C)C)C(C)(C)C
514,15,CCCC(C)[N+](CCC)(CC(C)C)C(C)C
515,15,CCCC(C)[N+](CCC)(CCC)C(C)(C)C
516,15,CCCC(C)[N+](CCC)(CCC)CC(C)C
517,15,CCCCCCC[N+](C)(C(C)C)C(C)(C)C
518,15,CCCCCCC[N+](C)(C)CCCCCC
519,15,CCCCCCC[N+](C)(CC(C)C)C(C)C
520,15,CCCCCCC[N+](C)(CC)C(C)CCC
521,15,CCCCCCC[N+](C)(CC)CC(C)CC
522,15,CCCCCCC[N+](C)(CC)CCC(C)C
523,15,CCCCCCC[N+](C)(CC)CCCCC
524,15,CCCCCCC[N+](C)(CCC)C(C)(C)C
525,15,CCCCCCC[N+](C)(CCC)CC(C)C
526,15,CCCCCCC[N+](C)(CCC)CCCC
527,15,CCCCCCC[N+](C)(CCCC)C(C)C
528,15,CCCCCCC[N+](CC)(C(C)C)C(C)C
529,15,CCCCCCC[N+](CC)(CC)C(C)(C)C
530,15,CCCCCCC[N+](CC)(CC)CC(C)C
531,15,CCCCCCC[N+](CC)(CC)CCCC
532,15,CCCCCCC[N+](CC)(CCC)C(C)C
533,15,CCCCCCC[N+](CC)(CCC)CCC
534,15,CCCCCC[N+](C(C)C)(C(C)C)C(C)C
535,15,CCCCCC[N+](C)(C(C)(C)C)C(C)(C)C
536,15,CCCCCC[N+](C)(C(C)C)C(C)CCC
537,15,CCCCCC[N+](C)(CC(C)C)C(C)(C)C
538,15,CCCCCC[N+](C)(CC(C)C)CC(C)C
539,15,CCCCCC[N+](C)(CC(C)CC)C(C)C
540,15,CCCCCC[N+](C)(CC)CCCCCC
541,15,CCCCCC[N+](C)(CCC(C)C)C(C)C
542,15,CCCCCC[N+](C)(CCC)C(C)CCC
543,15,CCCCCC[N+](C)(CCC)CC(C)CC
544,15,CCCCCC[N+](C)(CCC)CCC(C)C
545,15,CCCCCC[N+](C)(CCC)CCCCC
546,15,CCCCCC[N+](C)(CCCC)C(C)(C)C
547,15,CCCCCC[N+](C)(CCCC)CC(C)C
548,15,CCCCCC[N+](C)(CCCC)CCCC
549,15,CCCCCC[N+](C)(CCCCC)C(C)C
550,15,CCCCCC[N+](CC)(C(C)C)C(C)(C)C
551,15,CCCCCC[N+](CC)(CC(C)C)C(C)C
552,15,CCCCCC[N+](CC)(CC)C(C)CCC
553,15,CCCCCC[N+](CC)(CC)CC(C)CC
554,15,CCCCCC[N+](CC)(CC)CCC(C)C
555,15,CCCCCC[N+](CC)(CC)CCCCC
556,15,CCCCCC[N+](CC)(CCC)C(C)(C)C
557,15,CCCCCC[N+](CC)(CCC)CC(C)C
558,15,CCCCCC[N+](CC)(CCC)CCCC
559,15,CCCCCC[N+](CC)(CCCC)C(C)C
560,15,CCCCCC[N+](CCC)(C(C)C)C(C)C
561,15,CCCCCC[N+](CCC)(CCC)C(C)C
562,15,CCCCCC[N+](CCC)(CCC)CCC
563,15,CCCCC[N+](C(C)C)(C(C)C)C(C)(C)C
564,15,CCCCC[N+](C)(C(C)CCC)C(C)(C)C
565,15,CCCCC[N+](C)(CC(C)C)C(C)CCC
566,15,CCCCC[N+](C)(CC(C)C)CC(C)CC
567,15,CCCCC[N+](C)(CC(C)CC)C(C)(C)C
568,15,CCCCC[N+](C)(CCC(C)C)C(C)(C)C
569,15,CCCCC[N+](C)(CCC(C)C)CC(C)C
570,15,CCCCC[N+](C)(CCCC)C(C)CCC
571,15,CCCCC[N+](C)(CCCC)CC(C)CC
572,15,CCCCC[N+](C)(CCCC)CCC(C)C
573,15,CCCCC[N+](C)(CCCC)CCCCC
574,15,CCCCC[N+](C)(CCCCC)C(C)(C)C
575,15,CCCCC[N+](C)(CCCCC)CC(C)C
576,15,CCCCC[N+](CC(C)C)(C(C)C)C(C)C
577,15,CCCCC[N+](CC)(C(C)(C)C)C(C)(C)C
578,15,CCCCC[N+](CC)(C(C)C)C(C)CCC
579,15,CCCCC[N+](CC)(CC(C)C)C(C)(C)C
580,15,CCCCC[N+](CC)(CC(C)C)CC(C)C
581,15,CCCCC[N+](CC)(CC(C)CC)C(C)C
582,15,CCCCC[N+](CC)(CCC(C)C)C(C)C
583,15,CCCCC[N+](CC)(CCC)C(C)CCC
584,15,CCCCC[N+](CC)(CCC)CC(C)CC
585,15,CCCCC[N+](CC)(CCC)CCC(C)C
586,15,CCCCC[N+](CC)(CCC)CCCCC
587,15,CCCCC[N+](CC)(CCCC)C(C)(C)C
588,15,CCCCC[N+](CC)(CCCC)CC(C)C
589,15,CCCCC[N+](CC)(CCCC)CCCC
590,15,CCCCC[N+](CC)(CCCCC)C(C)C
591,15,CCCCC[N+](CCC)(C(C)C)C(C)(C)C
592,15,CCCCC[N+](CCC)(CC(C)C)C(C)C
593,15,CCCCC[N+](CCC)(CCC)C(C)(C)C
594,15,CCCCC[N+](CCC)(CCC)CC(C)C
595,15,CCCCC[N+](CCC)(CCC)CCCC
596,15,CCCCC[N+](CCC)(CCCC)C(C)C
597,15,CCCCC[N+](CCCC)(C(C)C)C(C)C
598,15,CCCC[N+](C(C)C)(C(C)(C)C)C(C)(C)C
599,15,CCCC[N+](C(C)C)(C(C)C)C(C)CCC
600,15,CCCC[N+](C)(C(C)CCC)C(C)CCC
601,15,CCCC[N+](C)(CC(C)CC)C(C)CCC
602,15,CCCC[N+](C)(CC(C)CC)CC(C)CC
603,15,CCCC[N+](C)(CCC(C)C)C(C)CCC
604,15,CCCC[N+](C)(CCC(C)C)CC(C)CC
605,15,CCCC[N+](C)(CCC(C)C)CCC(C)C
606,15,CCCC[N+](CC(C)C)(C(C)C)C(C)(C)C
607,15,CCCC[N+](CC(C)C)(CC(C)C)C(C)C
608,15,CCCC[N+](CC(C)CC)(C(C)C)C(C)C
609,15,CCCC[N+](CC)(C(C)CCC)C(C)(C)C
610,15,CCCC[N+](CC)(CC(C)C)C(C)CCC
611,15,CCCC[N+](CC)(CC(C)C)CC(C)CC
612,15,CCCC[N+](CC)(CC(C)CC)C(C)(C)C
613,15,CCCC[N+](CC)(CCC(C)C)C(C)(C)C
614,15,CCCC[N+](CC)(CCC(C)C)CC(C)C
615,15,CCCC[N+](CC)(CCCC)C(C)CCC
616,15,CCCC[N+](CC)(CCCC)CC(C)CC
617,15,CCCC[N+](CC)(CCCC)CCC(C)C
618,15,CCCC[N+](CCC(C)C)(C(C)C)C(C)C
619,15,CCCC[N+](CCC)(C(C)(C)C)C(C)(C)C
620,15,CCCC[N+](CCC)(C(C)C)C(C)CCC
621,15,CCCC[N+](CCC)(CC(C)C)C(C)(C)C
622,15,CCCC[N+](CCC)(CC(C)C)CC(C)C
623,15,CCCC[N+](CCC)(CC(C)CC)C(C)C
624,15,CCCC[N+](CCC)(CCC(C)C)C(C)C
625,15,CCCC[N+](CCC)(CCC)C(C)CCC
626,15,CCCC[N+](CCC)(CCC)CC(C)CC
627,15,CCCC[N+](CCC)(CCC)CCC(C)C
628,15,CCCC[N+](CCC)(CCCC)C(C)(C)C
629,15,CCCC[N+](CCC)(CCCC)CC(C)C
630,15,CCCC[N+](CCC)(CCCC)CCCC
631,15,CCCC[N+](CCCC)(C(C)C)C(C)(C)C
632,15,CCCC[N+](CCCC)(CC(C)C)C(C)C
633,15,CCCC[N+](CCCC)(CCCC)C(C)C
634,15,CCC[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
635,15,CCC[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
636,15,CCC[N+](CC(C)C)(CC(C)C)C(C)(C)C
637,15,CCC[N+](CC(C)C)(CC(C)C)CC(C)C
638,15,CCC[N+](CC(C)C)(CC(C)CC)C(C)C
639,15,CCC[N+](CC(C)CC)(C(C)C)C(C)(C)C
640,15,CCC[N+](CC)(CC(C)CC)CC(C)CC
641,15,CCC[N+](CC)(CCC(C)C)CC(C)CC
642,15,CCC[N+](CC)(CCC(C)C)CCC(C)C
643,15,CCC[N+](CCC(C)C)(C(C)C)C(C)(C)C
644,15,CCC[N+](CCC(C)C)(CC(C)C)C(C)C
645,15,CCC[N+](CCC)(CC(C)C)CC(C)CC
646,15,CCC[N+](CCC)(CC(C)CC)C(C)(C)C
647,15,CCC[N+](CCC)(CCC(C)C)C(C)(C)C
648,15,CCC[N+](CCC)(CCC(C)C)CC(C)C
649,15,CC[N+](CCC(C)C)(C(C)(C)C)C(C)(C)C
650,15,CC[N+](CCC(C)C)(CC(C)C)C(C)(C)C
651,15,CC[N+](CCC(C)C)(CC(C)C)CC(C)C
652,15,CC[N+](CCC(C)C)(CCC(C)C)C(C)C
653,16,CC(C)(C)[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
654,16,CC(C)CC[N+](C(C)C)(C(C)(C)C)C(C)(C)C
655,16,CC(C)CC[N+](C)(CCC(C)C)CCC(C)C
656,16,CC(C)CC[N+](CC(C)C)(C(C)C)C(C)(C)C
657,16,CC(C)CC[N+](CC(C)C)(CC(C)C)C(C)C
658,16,CC(C)CC[N+](CCC(C)C)(C(C)C)C(C)C
659,16,CC(C)C[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
660,16,CC(C)C[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
661,16,CC(C)C[N+](CC(C)C)(CC(C)C)C(C)(C)C
662,16,CC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C
663,16,CCC(C)C[N+](C(C)C)(C(C)(C)C)C(C)(C)C
664,16,CCC(C)C[N+](C)(CC(C)CC)CC(C)CC
665,16,CCC(C)C[N+](C)(CCC(C)C)CC(C)CC
666,16,CCC(C)C[N+](C)(CCC(C)C)CCC(C)C
667,16,CCC(C)C[N+](CC(C)C)(C(C)C)C(C)(C)C
668,16,CCC(C)C[N+](CC(C)C)(CC(C)C)C(C)C
669,16,CCC(C)C[N+](CC(C)CC)(C(C)C)C(C)C
670,16,CCC(C)C[N+](CC)(CC(C)C)CC(C)CC
671,16,CCC(C)C[N+](CC)(CC(C)CC)C(C)(C)C
672,16,CCC(C)C[N+](CC)(CCC(C)C)C(C)(C)C
673,16,CCC(C)C[N+](CC)(CCC(C)C)CC(C)C
674,16,CCC(C)C[N+](CCC(C)C)(C(C)C)C(C)C
675,16,CCCC(C)[N+](C(C)C)(C(C)(C)C)C(C)(C)C
676,16,CCCC(C)[N+](C(C)C)(C(C)C)C(C)CCC
677,16,CCCC(C)[N+](C)(C(C)CCC)C(C)CCC
678,16,CCCC(C)[N+](C)(CC(C)CC)C(C)CCC
679,16,CCCC(C)[N+](C)(CC(C)CC)CC(C)CC
680,16,CCCC(C)[N+](C)(CCC(C)C)C(C)CCC
681,16,CCCC(C)[N+](C)(CCC(C)C)CC(C)CC
682,16,CCCC(C)[N+](C)(CCC(C)C)CCC(C)C
683,16,CCCC(C)[N+](CC(C)C)(C(C)C)C(C)(C)C
684,16,CCCC(C)[N+](CC(C)C)(CC(C)C)C(C)C
685,16,CCCC(C)[N+](CC(C)CC)(C(C)C)C(C)C
686,16,CCCC(C)[N+](CC)(C(C)CCC)C(C)(C)C
687,16,CCCC(C)[N+](CC)(CC(C)C)C(C)CCC
688,16,CCCC(C)[N+](CC)(CC(C)C)CC(C)CC
689,16,CCCC(C)[N+](CC)(CC(C)CC)C(C)(C)C
690,16,CCCC(C)[N+](CC)(CCC(C)C)C(C)(C)C
691,16,CCCC(C)[N+](CC)(CCC(C)C)CC(C)C
692,16,CCCC(C)[N+](CCC(C)C)(C(C)C)C(C)C
693,16,CCCC(C)[N+](CCC)(C(C)(C)C)C(C)(C)C
694,16,CCCC(C)[N+](CCC)(C(C)C)C(C)CCC
695,16,CCCC(C)[N+](CCC)(CC(C)C)C(C)(C)C
696,16,CCCC(C)[N+](CCC)(CC(C)C)CC(C)C
697,16,CCCC(C)[N+](CCC)(CC(C)CC)C(C)C
698,16,CCCC(C)[N+](CCC)(CCC(C)C)C(C)C
699,16,CCCC(C)[N+](CCC)(CCC)C(C)CCC
700,16,CCCC(C)[N+](CCC)(CCC)CC(C)CC
701,16,CCCC(C)[N+](CCC)(CCC)CCC(C)C
702,16,CCCCCCC[N+](C(C)C)(C(C)C)C(C)C
703,16,CCCCCCC[N+](C)(C(C)(C)C)C(C)(C)C
704,16,CCCCCCC[N+](C)(C(C)C)C(C)CCC
705,16,CCCCCCC[N+](C)(C)CCCCCCC
706,16,CCCCCCC[N+](C)(CC(C)C)C(C)(C)C
707,16,CCCCCCC[N+](C)(CC(C)C)CC(C)C
708,16,CCCCCCC[N+](C)(CC(C)CC)C(C)C
709,16,CCCCCCC[N+](C)(CC)CCCCCC
710,16,CCCCCCC[N+](C)(CCC(C)C)C(C)C
711,16,CCCCCCC[N+](C)(CCC)C(C)CCC
712,16,CCCCCCC[N+](C)(CCC)CC(C)CC
713,16,CCCCCCC[N+](C)(CCC)CCC(C)C
714,16,CCCCCCC[N+](C)(CCC)CCCCC
715,16,CCCCCCC[N+](C)(CCCC)C(C)(C)C
716,16,CCCCCCC[N+](C)(CCCC)CC(C)C
717,16,CCCCCCC[N+](C)(CCCC)CCCC
718,16,CCCCCCC[N+](C)(CCCCC)C(C)C
719,16,CCCCCCC[N+](CC)(C(C)C)C(C)(C)C
720,16,CCCCCCC[N+](CC)(CC(C)C)C(C)C
721,16,CCCCCCC[N+](CC)(CC)C(C)CCC
722,16,CCCCCCC[N+](CC)(CC)CC(C)CC
723,16,CCCCCCC[N+](CC)(CC)CCC(C)C
724,16,CCCCCCC[N+](CC)(CC)CCCCC
725,16,CCCCCCC[N+](CC)(CCC)C(C)(C)C
726,16,CCCCCCC[N+](CC)(CCC)CC(C)C
727,16,CCCCCCC[N+](CC)(CCC)CCCC
728,16,CCCCCCC[N+](CC)(CCCC)C(C)C
729,16,CCCCCCC[N+](CCC)(C(C)C)C(C)C
730,16,CCCCCCC[N+](CCC)(CCC)C(C)C
731,16,CCCCCCC[N+](CCC)(CCC)CCC
732,16,CCCCCC[N+](C(C)C)(C(C)C)C(C)(C)C
733,16,CCCCCC[N+](C)(C(C)CCC)C(C)(C)C
734,16,CCCCCC[N+](C)(CC(C)C)C(C)CCC
735,16,CCCCCC[N+](C)(CC(C)C)CC(C)CC
736,16,CCCCCC[N+](C)(CC(C)CC)C(C)(C)C
737,16,CCCCCC[N+](C)(CCC(C)C)C(C)(C)C
738,16,CCCCCC[N+](C)(CCC(C)C)CC(C)C
739,16,CCCCCC[N+](C)(CCC)CCCCCC
740,16,CCCCCC[N+](C)(CCCC)C(C)CCC
741,16,CCCCCC[N+](C)(CCCC)CC(C)CC
742,16,CCCCCC[N+](C)(CCCC)CCC(C)C
743,16,CCCCCC[N+](C)(CCCC)CCCCC
744,16,CCCCCC[N+](C)(CCCCC)C(C)(C)C
745,16,CCCCCC[N+](C)(CCCCC)CC(C)C
746,16,CCCCCC[N+](C)(CCCCCC)C(C)C
747,16,CCCCCC[N+](CC(C)C)(C(C)C)C(C)C
748,16,CCCCCC[N+](CC)(C(C)(C)C)C(C)(C)C
749,16,CCCCCC[N+](CC)(C(C)C)C(C)CCC
750,16,CCCCCC[N+](CC)(CC(C)C)C(C)(C)C
751,16,CCCCCC[N+](CC)(CC(C)C)CC(C)C
752,16,CCCCCC[N+](CC)(CC(C)CC)C(C)C
753,16,CCCCCC[N+](CC)(CC)CCCCCC
754,16,CCCCCC[N+](CC)(CCC(C)C)C(C)C
755,16,CCCCCC[N+](CC)(CCC)C(C)CCC
756,16,CCCCCC[N+](CC)(CCC)CC(C)CC
757,16,CCCCCC[N+](CC)(CCC)CCC(C)C
758,16,CCCCCC[N+](CC)(CCC)CCCCC
759,16,CCCCCC[N+](CC)(CCCC)C(C)(C)C
760,16,CCCCCC[N+](CC)(CCCC)CC(C)C
761,16,CCCCCC[N+](CC)(CCCC)CCCC
762,16,CCCCCC[N+](CC)(CCCCC)C(C)C
763,16,CCCCCC[N+](CCC)(C(C)C)C(C)(C)C
764,16,CCCCCC[N+](CCC)(CC(C)C)C(C)C
765,16,CCCCCC[N+](CCC)(CCC)C(C)(C)C
766,16,CCCCCC[N+](CCC)(CCC)CC(C)C
767,16,CCCCCC[N+](CCC)(CCC)CCCC
768,16,CCCCCC[N+](CCC)(CCCC)C(C)C
769,16,CCCCCC[N+](CCCC)(C(C)C)C(C)C
770,16,CCCCC[N+](C(C)C)(C(C)(C)C)C(C)(C)C
771,16,CCCCC[N+](C(C)C)(C(C)C)C(C)CCC
772,16,CCCCC[N+](C)(C(C)CCC)C(C)CCC
773,16,CCCCC[N+](C)(CC(C)CC)C(C)CCC
774,16,CCCCC[N+](C)(CC(C)CC)CC(C)CC
775,16,CCCCC[N+](C)(CCC(C)C)C(C)CCC
776,16,CCCCC[N+](C)(CCC(C)C)CC(C)CC
777,16,CCCCC[N+](C)(CCC(C)C)CCC(C)C
778,16,CCCCC[N+](C)(CCCCC)C(C)CCC
779,16,CCCCC[N+](C)(CCCCC)CC(C)CC
780,16,CCCCC[N+](C)(CCCCC)CCC(C)C
781,16,CCCCC[N+](C)(CCCCC)CCCCC
782,16,CCCCC[N+](CC(C)C)(C(C)C)C(C)(C)C
783,16,CCCCC[N+](CC(C)C)(CC(C)C)C(C)C
784,16,CCCCC[N+](CC(C)CC)(C(C)C)C(C)C
785,16,CCCCC[N+](CC)(C(C)CCC)C(C)(C)C
786,16,CCCCC[N+](CC)(CC(C)C)C(C)CCC
787,16,CCCCC[N+](CC)(CC(C)C)CC(C)CC
788,16,CCCCC[N+](CC)(CC(C)CC)C(C)(C)C
789,16,CCCCC[N+](CC)(CCC(C)C)C(C)(C)C
790,16,CCCCC[N+](CC)(CCC(C)C)CC(C)C
791,16,CCCCC[N+](CC)(CCCC)C(C)CCC
792,16,CCCCC[N+](CC)(CCCC)CC(C)CC
793,16,CCCCC[N+](CC)(CCCC)CCC(C)C
794,16,CCCCC[N+](CC)(CCCC)CCCCC
795,16,CCCCC[N+](CC)(CCCCC)C(C)(C)C
796,16,CCCCC[N+](CC)(CCCCC)CC(C)C
797,16,CCCCC[N+](CCC(C)C)(C(C)C)C(C)C
798,16,CCCCC[N+](CCC)(C(C)(C)C)C(C)(C)C
799,16,CCCCC[N+](CCC)(C(C)C)C(C)CCC
800,16,CCCCC[N+](CCC)(CC(C)C)C(C)(C)C
801,16,CCCCC[N+](CCC)(CC(C)C)CC(C)C
802,16,CCCCC[N+](CCC)(CC(C)CC)C(C)C
803,16,CCCCC[N+](CCC)(CCC(C)C)C(C)C
804,16,CCCCC[N+](CCC)(CCC)C(C)CCC
805,16,CCCCC[N+](CCC)(CCC)CC(C)CC
806,16,CCCCC[N+](CCC)(CCC)CCC(C)C
807,16,CCCCC[N+](CCC)(CCC)CCCCC
808,16,CCCCC[N+](CCC)(CCCC)C(C)(C)C
809,16,CCCCC[N+](CCC)(CCCC)CC(C)C
810,16,CCCCC[N+](CCC)(CCCC)CCCC
811,16,CCCCC[N+](CCC)(CCCCC)C(C)C
812,16,CCCCC[N+](CCCC)(C(C)C)C(C)(C)C
813,16,CCCCC[N+](CCCC)(CC(C)C)C(C)C
814,16,CCCCC[N+](CCCC)(CCCC)C(C)C
815,16,CCCCC[N+](CCCCC)(C(C)C)C(C)C
816,16,CCCC[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
817,16,CCCC[N+](C(C)C)(C(C)CCC)C(C)(C)C
818,16,CCCC[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
819,16,CCCC[N+](CC(C)C)(C(C)C)C(C)CCC
820,16,CCCC[N+](CC(C)C)(CC(C)C)C(C)(C)C
821,16,CCCC[N+](CC(C)C)(CC(C)C)CC(C)C
822,16,CCCC[N+](CC(C)C)(CC(C)CC)C(C)C
823,16,CCCC[N+](CC(C)CC)(C(C)C)C(C)(C)C
824,16,CCCC[N+](CC)(C(C)CCC)C(C)CCC
825,16,CCCC[N+](CC)(CC(C)CC)C(C)CCC
826,16,CCCC[N+](CC)(CC(C)CC)CC(C)CC
827,16,CCCC[N+](CC)(CCC(C)C)C(C)CCC
828,16,CCCC[N+](CC)(CCC(C)C)CC(C)CC
829,16,CCCC[N+](CC)(CCC(C)C)CCC(C)C
830,16,CCCC[N+](CCC(C)C)(C(C)C)C(C)(C)C
831,16,CCCC[N+](CCC(C)C)(CC(C)C)C(C)C
832,16,CCCC[N+](CCC)(C(C)CCC)C(C)(C)C
833,16,CCCC[N+](CCC)(CC(C)C)C(C)CCC
834,16,CCCC[N+](CCC)(CC(C)C)CC(C)CC
835,16,CCCC[N+](CCC)(CC(C)CC)C(C)(C)C
836,16,CCCC[N+](CCC)(CCC(C)C)C(C)(C)C
837,16,CCCC[N+](CCC)(CCC(C)C)CC(C)C
838,16,CCCC[N+](CCC)(CCCC)C(C)CCC
839,16,CCCC[N+](CCC)(CCCC)CC(C)CC
840,16,CCCC[N+](CCC)(CCCC)CCC(C)C
841,16,CCCC[N+](CCCC)(C(C)(C)C)C(C)(C)C
842,16,CCCC[N+](CCCC)(C(C)C)C(C)CCC
843,16,CCCC[N+](CCCC)(CC(C)C)C(C)(C)C
844,16,CCCC[N+](CCCC)(CC(C)C)CC(C)C
845,16,CCCC[N+](CCCC)(CC(C)CC)C(C)C
846,16,CCCC[N+](CCCC)(CCC(C)C)C(C)C
847,16,CCCC[N+](CCCC)(CCCC)C(C)(C)C
848,16,CCCC[N+](CCCC)(CCCC)CC(C)C
849,16,CCCC[N+](CCCC)(CCCC)CCCC
850,16,CCC[N+](CC(C)C)(CC(C)C)CC(C)CC
851,16,CCC[N+](CC(C)C)(CC(C)CC)C(C)(C)C
852,16,CCC[N+](CC(C)CC)(C(C)(C)C)C(C)(C)C
853,16,CCC[N+](CC(C)CC)(CC(C)CC)C(C)C
854,16,CCC[N+](CCC(C)C)(C(C)(C)C)C(C)(C)C
855,16,CCC[N+](CCC(C)C)(CC(C)C)C(C)(C)C
856,16,CCC[N+](CCC(C)C)(CC(C)C)CC(C)C
857,16,CCC[N+](CCC(C)C)(CC(C)CC)C(C)C
858,16,CCC[N+](CCC(C)C)(CCC(C)C)C(C)C
859,16,CCC[N+](CCC)(CC(C)CC)CC(C)CC
860,16,CCC[N+](CCC)(CCC(C)C)CC(C)CC
861,16,CCC[N+](CCC)(CCC(C)C)CCC(C)C
862,16,CC[N+](CCC(C)C)(CCC(C)C)C(C)(C)C
863,16,CC[N+](CCC(C)C)(CCC(C)C)CC(C)C
864,17,CC(C)CC[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
865,17,CC(C)CC[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
866,17,CC(C)CC[N+](CC(C)C)(CC(C)C)C(C)(C)C
867,17,CC(C)CC[N+](CC(C)C)(CC(C)C)CC(C)C
868,17,CC(C)CC[N+](CCC(C)C)(C(C)C)C(C)(C)C
869,17,CC(C)CC[N+](CCC(C)C)(CC(C)C)C(C)C
870,17,CCC(C)C[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
871,17,CCC(C)C[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
872,17,CCC(C)C[N+](CC(C)C)(CC(C)C)C(C)(C)C
873,17,CCC(C)C[N+](CC(C)C)(CC(C)C)CC(C)C
874,17,CCC(C)C[N+](CC(C)C)(CC(C)CC)C(C)C
875,17,CCC(C)C[N+](CC(C)CC)(C(C)C)C(C)(C)C
876,17,CCC(C)C[N+](CC)(CC(C)CC)CC(C)CC
877,17,CCC(C)C[N+](CC)(CCC(C)C)CC(C)CC
878,17,CCC(C)C[N+](CC)(CCC(C)C)CCC(C)C
879,17,CCC(C)C[N+](CCC(C)C)(C(C)C)C(C)(C)C
880,17,CCC(C)C[N+](CCC(C)C)(CC(C)C)C(C)C
881,17,CCCC(C)[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
882,17,CCCC(C)[N+](C(C)C)(C(C)CCC)C(C)(C)C
883,17,CCCC(C)[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
884,17,CCCC(C)[N+](CC(C)C)(C(C)C)C(C)CCC
885,17,CCCC(C)[N+](CC(C)C)(CC(C)C)C(C)(C)C
886,17,CCCC(C)[N+](CC(C)C)(CC(C)C)CC(C)C
887,17,CCCC(C)[N+](CC(C)C)(CC(C)CC)C(C)C
888,17,CCCC(C)[N+](CC(C)CC)(C(C)C)C(C)(C)C
889,17,CCCC(C)[N+](CC)(C(C)CCC)C(C)CCC
890,17,CCCC(C)[N+](CC)(CC(C)CC)C(C)CCC
891,17,CCCC(C)[N+](CC)(CC(C)CC)CC(C)CC
892,17,CCCC(C)[N+](CC)(CCC(C)C)C(C)CCC
893,17,CCCC(C)[N+](CC)(CCC(C)C)CC(C)CC
894,17,CCCC(C)[N+](CC)(CCC(C)C)CCC(C)C
895,17,CCCC(C)[N+](CCC(C)C)(C(C)C)C(C)(C)C
896,17,CCCC(C)[N+](CCC(C)C)(CC(C)C)C(C)C
897,17,CCCC(C)[N+](CCC)(C(C)CCC)C(C)(C)C
898,17,CCCC(C)[N+](CCC)(CC(C)C)C(C)CCC
899,17,CCCC(C)[N+](CCC)(CC(C)C)CC(C)CC
900,17,CCCC(C)[N+](CCC)(CC(C)CC)C(C)(C)C
901,17,CCCC(C)[N+](CCC)(CCC(C)C)C(C)(C)C
902,17,CCCC(C)[N+](CCC)(CCC(C)C)CC(C)C
903,17,CCCCCCC[N+](C(C)C)(C(C)C)C(C)(C)C
904,17,CCCCCCC[N+](C)(C(C)CCC)C(C)(C)C
905,17,CCCCCCC[N+](C)(CC(C)C)C(C)CCC
906,17,CCCCCCC[N+](C)(CC(C)C)CC(C)CC
907,17,CCCCCCC[N+](C)(CC(C)CC)C(C)(C)C
908,17,CCCCCCC[N+](C)(CC)CCCCCCC
909,17,CCCCCCC[N+](C)(CCC(C)C)C(C)(C)C
910,17,CCCCCCC[N+](C)(CCC(C)C)CC(C)C
911,17,CCCCCCC[N+](C)(CCC)CCCCCC
912,17,CCCCCCC[N+](C)(CCCC)C(C)CCC
913,17,CCCCCCC[N+](C)(CCCC)CC(C)CC
914,17,CCCCCCC[N+](C)(CCCC)CCC(C)C
915,17,CCCCCCC[N+](C)(CCCC)CCCCC
916,17,CCCCCCC[N+](C)(CCCCC)C(C)(C)C
917,17,CCCCCCC[N+](C)(CCCCC)CC(C)C
918,17,CCCCCCC[N+](C)(CCCCCC)C(C)C
919,17,CCCCCCC[N+](CC(C)C)(C(C)C)C(C)C
920,17,CCCCCCC[N+](CC)(C(C)(C)C)C(C)(C)C
921,17,CCCCCCC[N+](CC)(C(C)C)C(C)CCC
922,17,CCCCCCC[N+](CC)(CC(C)C)C(C)(C)C
923,17,CCCCCCC[N+](CC)(CC(C)C)CC(C)C
924,17,CCCCCCC[N+](CC)(CC(C)CC)C(C)C
